snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,Hydrogen,CO2 captured,Centralized heat,Decentralized heat,Electricity,Methane,CO2 emissions,Electricity,Electricity,Electricity,Centralized heat,Electricity,Decentralized heat,CO2 emissions,Methane,Centralized heat,Decentralized heat,Electricity,CO2 emissions,Electricity,Decentralized heat,Decentralized heat
sector,Aviation emissions,Agriculture emissions,Shipping emissions,Industry emissions,Industry CC,Steam Methane Reforming CC,Hydrogen production CC,Heat Pump,Heat Pump,Nuclear,Imports,Transport emissions,Offwind,Onwind,Solar,Biomass CHP,Biomass CHP,Gas Boiler,Decentral heat production emissions,Storage,Gas Boiler,Resistive heater,Hydroelectricity,Power supply emissions,Gas,Oil Boiler,Storage
2030-01-01 00:00:00,0.5793962900451491,0.060566004812164,2.718206683076053,2.8409841541812164,0.6461878496061273,0.4682949165520821,0.1209422523617116,0.6384544756586015,5.31704772976148,2.076996432257665,16.207309796265967,0.3430310236721619,7.083998163397913,4.098345801543588,,0.0257060522234373,0.0084148738570112,6.037953746659862,1.4294554061201488,,1.1006220071895692,1.0428689761484844,0.07976680378717371,7.929651685261744e-07,1.7212207092513803e-06,2.4813454483157777e-06,4.99019137470888e-06
2030-01-01 03:00:00,0.5793962900451491,0.060566004812164,2.718206683076053,2.840984153518332,0.6461878494439106,0.4682951217406833,0.1209423053538982,0.6347191833481671,5.290473965492109,2.0769975520261967,18.599020354993716,1.7106984070413334,6.640692556719083,3.370639068188578,,1.4446836889542325,0.4729170741646418,13.333150822102915,2.795102041054042,1.7582426922577483,0.5318736409904508,1.169200647736342,0.07988073133354648,8.791088022742052e-07,2.032924031647571e-06,2.486550081943711e-06,5.110912734889222e-06
2030-01-01 06:00:00,0.5793962900451491,0.060566004812164,2.718206683076053,2.840984152734506,0.6461878497038646,0.4682951406621045,0.1209423102405609,0.6323943051704726,5.274863927323894,2.0769976047248973,19.114514870817924,3.6270214450554623,6.89141842632661,2.603701156641109,0.05326942730505212,1.4460514772654522,0.4733648195439001,14.047881861729373,2.953948059769225,1.4002436031061891,0.6077262806205393,1.124369459877098,0.07987899937902274,8.831825794920902e-07,2.05124615643136e-06,2.488008357424501e-06,5.115055095538202e-06
2030-01-01 09:00:00,0.5793962900451491,0.060566004812164,2.718206683076053,2.840984151726312,0.6461878506434858,0.4682951399059308,0.1209423100452708,0.6300548879872347,5.260996823766652,2.076997460473895,18.653054518549713,2.985889067740454,7.063085377200766,2.2427295702154897,0.8987546109259505,1.4412939555111706,0.4718074452304001,11.855242073915782,2.4616786131476514,,0.3489515758652359,1.008199419777366,0.07987734334854277,8.742507627200116e-07,2.012916478640198e-06,2.519459129105516e-06,5.101005172233849e-06
2030-01-01 12:00:00,0.5793962900451491,0.060566004812164,2.718206683076053,2.8409841508968765,0.6461878514870526,0.4682951431020137,0.1209423108706939,0.6251119379297084,5.226554600153481,2.0769971180365228,18.825638561388107,3.517610884655409,7.070697653816548,1.9917190281578736,1.251091348879277,1.4397951977130348,0.4713168270015136,11.4529974143974,2.365488888123017,0.0,0.2705844960345327,0.7040141222492542,0.07987619869067786,8.433136674523791e-07,1.8966870569285087e-06,2.5219675405392793e-06,5.018731612578358e-06
2030-01-01 15:00:00,0.5793962900451491,0.060566004812164,2.718206683076053,2.840984150503716,0.6461878517204083,0.4682951484690164,0.1209423122567807,0.6016248029363876,5.06241764500252,2.076997843095323,19.020895047831953,4.019191680961702,7.046395538742875,1.4893376481191092,0.012294603185097973,1.4421843085269772,0.4720989022091342,13.348351292065251,2.774840747271819,5.062552743297134,0.4093195348500175,5.597052702563532e-05,0.07991250141613865,9.168592136980512e-07,2.186395616368602e-06,2.511229414710701e-06,5.0713773578717275e-06
2030-01-01 18:00:00,0.5793962900451491,0.060566004812164,2.718206683076053,2.840984149935653,0.6461878522784092,0.468295147600727,0.1209423120325356,0.5806913622135353,4.915721163538615,2.076997856663954,18.709958584660168,1.8498339677929732,7.082127262518629,1.69262951382111,,1.441993302569749,0.4720363764264102,13.302572093417908,2.7654185499605664,5.325898516112865,0.4084112139605507,5.63891391619813e-05,0.07989801596054075,9.207644758261537e-07,2.2014143637031135e-06,2.5098310371923696e-06,5.009786068424762e-06
2030-01-01 21:00:00,0.5793962900451491,0.060566004812164,2.718206683076053,2.8409841493290315,0.6461878529987213,0.4682949331788322,0.1209422566557505,0.5772377864890982,4.890801912806597,2.0769978587427342,16.237578168055702,0.733678768775841,7.08391028383142,2.0750031820915966,,1.2606144182319572,0.4126620151374229,8.002649176080158,1.616863344221573,1.997488894378125,3.990330628081114e-06,5.524515908146876e-05,0.07989715350104208,9.246214053374831e-07,2.216106060974691e-06,2.506734057009347e-06,4.78613372196516e-06
2030-01-02 00:00:00,0.5793962900451491,0.060566004812164,2.718206683076053,2.8409841486983876,0.6461878537995529,0.4682949358781406,0.1209422573528763,0.577411278979706,4.8908714041921595,2.076997872585798,16.56204344696563,0.3527773602271309,7.081112456209256,1.7817846622918216,,1.3102811227862527,0.4289204063553784,8.440816467102783,1.7053910195252777,2.120128562122886,3.972329438651906e-06,5.7005681900731926e-05,0.07989160104362088,9.277647905556304e-07,2.229472427546369e-06,2.5121532291700824e-06,4.611654522592919e-06
2030-01-02 03:00:00,0.5793962900451491,0.060566004812164,2.718206683076053,2.8409841480105067,0.646187854740091,0.4682951501878034,0.1209423127006762,0.5814807352372053,4.919313840909275,2.076997910575131,20.186276441522057,1.7306045100813685,7.033276950217753,1.4604582974031308,,1.4482516232571925,0.4740850371341615,15.832214042808362,3.3453280593753103,6.779285879616509,0.7698825058786444,0.7401745248674485,0.41985458876710186,9.350577989531077e-07,2.259291791162401e-06,2.55103759784511e-06,4.6257323097434466e-06
2030-01-02 06:00:00,0.5793962900451491,0.060566004812164,2.718206683076053,2.8409841473088324,0.6461878557325054,0.4682951633209842,0.1209423160924628,0.5829461939581686,4.931539715914854,2.076997939863678,20.90061275966355,3.7282995990320393,4.380814390099077,0.944182358467196,0.05722027524608411,1.4497623571871805,0.4745795757487203,16.023177070757086,3.4530213925173334,6.335910684028884,0.8490313763616701,0.9861615720427156,1.3861377529368504,9.376547332567349e-07,2.274443157511211e-06,0.1891820560075388,0.030283443311829
2030-01-02 09:00:00,0.5793962900451491,0.060566004812164,2.718206683076053,2.840984146543251,0.6461878568391465,0.4682951625300849,0.1209423158882045,0.5992992858370509,5.044250450009207,2.076997481355445,20.61421308643505,3.1345288479228715,2.138494865738747,0.5656181287350539,1.9302040520105677,1.4443466357908277,0.4728067398422611,14.505480940761728,3.034746640600046,0.0,0.5465074189394505,0.0630423117947816,0.0779205980851037,8.802523481167456e-07,2.0452388835179014e-06,2.554831626721474e-06,4.78004431876849e-06
2030-01-02 12:00:00,0.5793962900451491,0.060566004812164,2.718206683076053,2.8409841460440903,0.6461878574518238,0.4682951660983122,0.120942316809738,0.6205474775391954,5.191351029617895,2.0769975041411217,19.64975810321473,3.676648643861155,3.877367235068281,0.8194320049947414,1.0438082425205286,1.442423807358624,0.4721773021298879,13.553876988487216,2.821100333548736,0.0,0.4341902253894764,0.0549392790425772,0.07726405411632083,8.794121700732167e-07,2.0437362952752074e-06,2.547705914830565e-06,4.898844023210203e-06
2030-01-02 15:00:00,0.5793962900451491,0.060566004812164,2.718206683076053,2.84098414572029,0.6461878576786796,0.4682951699055317,0.1209423177929938,0.6163619255258396,5.162783049396928,2.076997901442719,19.59699927887413,4.105452571104485,6.695063677868996,1.0697555661813685,0.0023060603646251577,1.4448074278626637,0.472957580085061,14.761219780023753,3.0899334224390023,6.078607925926349,0.5649811105958042,0.0028853419527017,0.07702958332079692,9.241508110276154e-07,2.2239896886164457e-06,2.522283083027737e-06,5.047444191744697e-06
