config,cost_segment,cost/carrier,2030,2035,2040,2045,2050
net_imp_fr,Net_Imports,elec,-8266984961.564108,-7750570740.485415,-7476448865.252907,-6182056245.474087,-5488345711.535664
net_imp_fr,Net_Imports,gas,-615850744.3977869,-522502527.476841,-448056207.4436482,-248065724.43363371,-189805870.35410327
net_imp_fr,Net_Imports,total,-8882835705.961895,-8336741789.539379,-8033345842.678051,-6490628142.840563,-6385916790.984307
prod_de,Energy production,capital,58010343918.04741,60449318683.452965,58343956449.26288,70052212119.97253,76606251023.54933
prod_de,Energy production,marginal,64550592804.171,63769010777.08259,58333619122.904816,47106495758.46854,52076362950.03922
prod_de,Energy production,total,122560936722.21841,124218329460.53555,116677575572.1677,117158707878.44107,128682613973.58856
sto_de,Storage,capital,3538750751.0097885,3540250673.3702083,3548843932.627052,3575026760.4341145,3732406620.8661437
sto_de,Storage,total,3538750751.0097885,3540250673.3702083,3548843932.627052,3575026760.4341145,3732406620.8661437
distr_de,Distribution,capital,7165308811.6945305,7579298761.537701,8561653218.116917,9892976396.301296,10540125275.370924
distr_de,Distribution,total,7165308811.6945305,7579298761.537701,8561653218.116917,9892976396.301296,10540125275.370924
net_imp_de,Net_Imports,H2,-49195195.747058615,119132585.333167,144340227.24280706,200241221.55971083,836584921.8225882
net_imp_de,Net_Imports,elec,-21342179.581544876,2135265057.5085506,4807705775.101763,3395713372.9767017,5557945405.4893055
net_imp_de,Net_Imports,gas,-629219040.2848157,-477507396.50470304,-328377611.80647856,-212271187.19285098,-171250414.47988352
net_imp_de,Net_Imports,total,-699756415.6134192,1776890246.3370147,4623668390.538092,3383683407.3435616,6223279912.83201
prod_gb,Energy production,capital,38093185782.398125,48275461791.85768,62500221354.31331,72985403222.25566,84579118017.48332
prod_gb,Energy production,marginal,42021296840.9592,42143273792.19114,35457565576.14142,29247425357.37108,25104912613.082634
prod_gb,Energy production,total,80114482623.35733,90418735584.04883,97957786930.45473,102232828579.62674,109684030630.56595
sto_gb,Storage,capital,1188240285.0993574,1208661585.6832554,1272735443.128659,1386981153.6490388,1540093687.4354105
sto_gb,Storage,total,1188240285.0993574,1208661585.6832554,1272735443.128659,1386981153.6490388,1540093687.4354105
distr_gb,Distribution,capital,4505553732.41859,4703379664.149586,5887626376.733619,6387080675.512572,6597685176.6087265
distr_gb,Distribution,total,4505553732.41859,4703379664.149586,5887626376.733619,6387080675.512572,6597685176.6087265
net_imp_gb,Net_Imports,H2,0,-32096640.097510286,-78675323.40101933,-69832456.26417246,-85186400.22369066
net_imp_gb,Net_Imports,elec,145308090.47834432,93523728.54099202,-282069317.5666437,-974222341.3902147,-1442327991.696753
net_imp_gb,Net_Imports,gas,0,0,71573849.56839424,43461096.54181156,25327822.698591016
net_imp_gb,Net_Imports,total,145308090.47834432,61427088.443481736,-289170791.3992688,-1000593701.1125755,-1502186569.2218528
prod_nl,Energy production,capital,15209313643.41432,18303798560.505577,24451151845.513535,32062844469.162727,46326937884.72031
prod_nl,Energy production,marginal,23270563176.58486,23544937552.619904,21450450463.102448,19028822582.80198,18961866853.03166
prod_nl,Energy production,total,38479876819.99918,41848736113.12548,45901602308.61598,51091667051.96471,65288804737.75197
sto_nl,Storage,capital,932447480.7939218,933256596.1017731,942956545.7074286,983134713.9823763,1120706956.4925432
sto_nl,Storage,total,932447480.7939218,933256596.1017731,942956545.7074286,983134713.9823763,1120706956.4925432
distr_nl,Distribution,capital,1730556387.4640179,1911799015.2464046,2304904957.2484226,2590790321.570374,2728170512.327523
distr_nl,Distribution,total,1730556387.4640179,1911799015.2464046,2304904957.2484226,2590790321.570374,2728170512.327523
net_imp_nl,Net_Imports,H2,0,36627824.18426714,-10440410.884509705,-208445936.33100456,-274934913.3405548
net_imp_nl,Net_Imports,elec,-2088224650.2886348,-3823287230.1370564,-4486596444.188246,-5153575191.973447,-6932372345.28148
net_imp_nl,Net_Imports,gas,0,0,0,0,0
net_imp_nl,Net_Imports,total,-2088224650.2886348,-3786659405.9527893,-4497036855.072756,-5362021128.304451,-7207307258.622035
prod_lu,Energy production,capital,235825677.9488752,244612761.67261592,302649459.192772,384785037.3863004,410461524.77444655
prod_lu,Energy production,marginal,708275919.7102379,733240420.2368736,695524499.1296196,568857002.6248975,527373724.90443397
prod_lu,Energy production,total,944101597.659113,977853181.9094895,998173958.3223915,953642040.0111978,937835249.6788805
sto_lu,Storage,capital,533608128.63681257,533578449.0821246,533559171.3208729,533722980.0637794,533756196.7791746
sto_lu,Storage,total,533608128.63681257,533578449.0821246,533559171.3208729,533722980.0637794,533756196.7791746
distr_lu,Distribution,capital,90739295.61582252,99594019.42093652,106278478.3191212,126893692.62105604,135952690.71665183
distr_lu,Distribution,total,90739295.61582252,99594019.42093652,106278478.3191212,126893692.62105604,135952690.71665183
net_imp_lu,Net_Imports,H2,0,0,30944893.8883365,26905632.335587345,29747786.414857376
net_imp_lu,Net_Imports,elec,470958108.43527764,526719879.63138384,570426299.015307,706368325.033437,756331295.4865509
net_imp_lu,Net_Imports,gas,121777515.31632054,121640252.91576993,109300421.63835782,87507034.10966974,63409889.614542544
net_imp_lu,Net_Imports,total,592735623.7515981,648360132.5471537,710671614.5420012,820780991.4786942,849488971.5159509
