snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
carrier,Centralized heat,Hydrogen,Oil,Oil,Ammonia,Coal,Methanol,Decentralized heat,Electricity,Electricity,Decentralized heat,Oil,Methanol,Oil,Solid biomass,Methane,Methane,CO2 captured,Hydrogen,Electricity,CO2 captured,Methane,Electricity,Electricity,Hydrogen,Electricity,Electricity,Hydrogen,Oil,Solid biomass,Solid biomass,Centralized heat,Decentralized heat,Electricity,Oil,Ammonia,Methane,Methane,Methane,Electricity,Centralized heat,Hydrogen,Electricity,Oil,Decentralized heat
sector,Industry,Industry,Shipping,Aviation,Industry,Industry,Industry,Industry,Industry,Agriculture,Agriculture,Agriculture,Shipping,Industry,Industry,Industry CC,Industry,CO2 sequestration,Methanol production,Methanol production,Methanol production,Hydrogen production CC,Residual electricity consumption,Ammonia production,Ammonia production,Compression losses,Decentral heat production,Transport,Transport,Central CHP production,Decentral heat production,Residential / Services heat consumption,Residential / Services heat consumption,Transport,Storage,Storage,Storage,Decentral heat production,Power supply,Hydroelectricity,Storage charging,Storage ,Battery charging,Decentral heat production,Storage charging
2030-01-01 00:00:00,15.765981735159816,7.510273972602739,45.9378054692048,83.871621355086,3.1598173515981736,61.75205707760001,0.30251141552545,0.0787671232876712,144.05251141552512,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,106.4908675798657,47.57305219283809,74.5498993495268,35.55120930692598,22.848030051422384,19.84794539815373,4.7254964156820325,4.32538618123501,47.60043533146447,145.52677870537065,0.9195204703134005,4.270025507917142,0.2121548917220564,92.70799287688048,0.2935406155087712,47.7003500201622,81.33520472122778,37.93969887482738,69.25552310833416,420.7617497038698,56.15326710844792,232.39676667594912,0.5583939795856059,91.1755010392518,274.2701144393484,36.97506608412096,3.591296785712952,3.981784071135268,0.9238087795483289,0.0008647775502517174,0.0050875158792287,22.269407868757025
2030-01-01 03:00:00,15.765981735159816,7.510273972602739,45.9378054692048,83.871621355086,3.1598173515981736,61.75205707760001,0.30251141552545,0.0787671232876712,144.05251141552512,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,106.4908675798657,47.573052185439835,74.54989938090361,35.55120927868686,22.848022628659876,19.847918873397443,4.725490100537659,4.325380400797187,47.60043870542604,111.0974639135748,0.6290394613726863,2.921103588517561,0.18130171731874262,126.98979998362417,1.3840424024364528,224.90689039607105,113.28786520175234,38.365253840954495,112.71911337656223,681.5685372397552,45.00536090849985,8.780564787626268,0.0,,441.978900599747,44.120511462557296,0.8471389973013207,0.1840732106151919,1.1822638734875592,0.0007415415260776893,47.293641361297034,1.116376554647671
2030-01-01 06:00:00,15.765981735159816,7.510273972602739,45.9378054692048,83.871621355086,3.1598173515981736,61.75205707760001,0.30251141552545,0.0787671232876712,144.05251141552512,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,106.4908675798657,47.57305218930876,74.54989941379189,35.55120924908741,22.848018330158723,19.8479058988598,4.725487011495952,4.325377573306245,47.60044180643397,111.72604918204428,0.8099447156893799,3.7611828204516127,0.1945374914097859,131.82645389902996,2.9955577142948133,486.778128572773,114.55780667112748,38.36626143665357,117.10784537018688,720.6119898875937,46.44895574241139,,0.1153025377329468,,476.572538348566,22.06342282383586,0.0,0.044631066290444,,0.0010753040400478424,62.73200899093961,0.0330083923205957
2030-01-01 09:00:00,15.765981735159816,7.510273972602739,45.9378054692048,83.871621355086,3.1598173515981736,61.75205707760001,0.30251141552545,0.0787671232876712,144.05251141552512,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,106.4908675798657,47.57305218604489,74.54989945577694,35.551209211300865,22.848027487225984,19.84790427680377,4.725486625308877,4.325377219817831,47.60044182040461,141.1766469496965,0.593587507707559,2.7564734890875884,0.2097896470820908,130.37758054477865,2.4610542172037215,399.921310295651,106.29413092854163,38.39682173477358,103.84976882196013,637.9625023895514,63.77189217572265,,0.0,0.0,412.2229488314062,5.476759104890195e-05,30.434528909020205,0.0337407461102919,0.2699135535770347,1.5197665236449436,29.81417828344539,9.475049881614708e-05
2030-01-01 12:00:00,15.765981735159816,7.510273972602739,45.9378054692048,83.871621355086,3.1598173515981736,61.75205707760001,0.30251141552545,0.0787671232876712,144.05251141552512,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,106.4908675798657,47.573052186502714,74.54989949134077,35.55120917929341,22.84802075564865,19.847901765090036,4.725486027307723,4.325376672449745,47.60044196352864,148.57016761478343,0.912951102036943,4.239518987380612,0.2282658233099197,125.82746527623479,2.8353714209037175,460.747855896842,102.6650133010761,38.3928229226665,99.85569087281128,611.3101870380646,50.98989795446674,,0.5318264969263256,13.012127677751383,393.6970960166586,2.3748453699648007,17.15102070999659,0.0474398915781109,0.0,1.9334787264985371,20.699404635733565,0.0001057830283093
2030-01-01 15:00:00,15.765981735159816,7.510273972602739,45.9378054692048,83.871621355086,3.1598173515981736,61.75205707760001,0.30251141552545,0.0787671232876712,144.05251141552512,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,106.4908675798657,47.57305219207131,74.54989952150521,35.551209152145425,22.84802413855155,19.847891459252057,4.725483573643153,4.325374426538226,47.60044205276232,167.74688025942524,0.5923223604087129,2.7505984581211727,0.1563295188524417,103.08168253661631,3.2172893890260417,522.809525716662,109.70277644411588,38.397347058858394,106.32387260702974,649.6074438144948,18.80556958848411,,0.0,,434.9529153284103,45.7568538778435,3.324741205482936,0.0295190148310473,,0.00014320439803016503,49.275769315500135,8.694616831351482e-05
2030-01-01 18:00:00,15.765981735159816,7.510273972602739,45.9378054692048,83.871621355086,3.1598173515981736,61.75205707760001,0.30251141552545,0.0787671232876712,144.05251141552512,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,106.4908675798657,47.5730521959008,74.54989955235011,35.551209124385004,22.848013799531444,19.847908277152325,4.725487577731528,4.3253780915983615,47.60043806990566,172.3791363858398,0.6003726717772071,2.7879821118841273,0.1559906248156312,101.5238345453912,1.5507763405046588,252.001155332022,109.49266428685326,38.35492654696711,104.87337309671578,645.8566076083174,14.108723239321472,0.0,0.0,,437.9200114792364,46.1779066385889,,0.4305010320357583,1.147587359932421,0.00014549213980316047,46.9621249367695,8.732134822012854e-05
2030-01-01 21:00:00,15.765981735159816,7.510273972602739,45.9378054692048,83.871621355086,3.1598173515981736,61.75205707760001,0.30251141552545,0.0787671232876712,144.05251141552512,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,106.4908675798657,47.57305219629186,74.54989958335605,35.551209096479646,22.850141919350214,19.83797754606457,4.723123220453285,4.323213925678169,47.60026186051012,161.62953418916422,0.5983147544399593,2.7784256530483193,0.1594498276839565,83.80951164533994,0.6134061103075062,99.67849292500148,89.41867403317897,37.635149149181046,72.83778587017034,451.3760824538563,27.278228984522105,181.01703883457185,0.0,77.95081628800754,290.3752130499723,35.6788724334182,,3.965153941499824,2.1043137947725796,0.0001568833301253374,1.0313899702974043,0.1825914164632327
