snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
carrier,Electricity,Methanol,Hydrogen,Oil,Ammonia,Oil,Centralized heat,Electricity,Decentralized heat,Oil,Methanol,Methane,CO2 emissions,Solid biomass,Solid biomass,CO2 emissions,Solid biomass,CO2 captured,Hydrogen,CO2 captured,Hydrogen,Electricity,Electricity,CO2 captured,Methane,Electricity,Electricity,Electricity,CO2 emissions,Centralized heat,Oil,Hydrogen,Electricity,Centralized heat,Decentralized heat,Oil,Solid biomass,CO2 emissions,Electricity,Methanol,Electricity,Centralized heat,Hydrogen,Ammonia,Electricity,Hydrogen,Solid biomass,Ammonia,Methane,Solid biomass,Electricity,Methane,Decentralized heat,Methane,Oil
sector,Industry,Shipping,Industry,Aviation,Industry,Industry,Industry,Agriculture,Agriculture,Agriculture,Industry,Industry CC,Industry emissions,Industry CC,Solid biomass methanation,Solid biomass methanation emissions,Industry,Efuels production,Efuels production,Methanol production,Methanol production,Methanol production,Residual electricity consumption,CO2 sequestration,Storage,Compression losses,Hydrogen production,Direct Air Carbon Capture,Direct Air Carbon Capture,Direct Air Carbon Capture,Transport,Transport,Decentral heat production,Residential / Services heat consumption,Residential / Services heat consumption,Storage,Central CHP production CC,Central heat production emissions,Hydroelectricity,Storage,Transport,Storage charging,Storage ,Hydrogen production,Ammonia production,Ammonia production,Decentral heat production,Storage,Central CHP production CC,Central CHP production,Battery charging,Decentral heat production,Storage charging,Power supply,Decentral heat production
2050-01-01 00:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.6311502735741,31.030955143310624,89.07598596898262,1.084612446468778,0.3729233718065797,0.0370920797001163,14.892763802006382,72.49807008861416,24.60385877436183,112.89998744065592,26.879784042079912,145.52677870537065,22.47656377895764,25.04331668207053,0.12308786777751,278.1528133203034,0.0462312595840407,0.0840568356073468,0.1176736610883906,12.964710518301809,4.733342425078936,156.1639151128121,102.31129903508088,304.37799774369546,59.527395354390144,8.414126352190642,2.9311866655402743,6.772355844668175,10.95240749526024,103.85252097037198,48.958439789956735,29.07855427711244,2.5279187093376523,6.991316429703223,32.46594333955189,28.518179650780308,15.208422786244425,21.392783365563773,20.852829183256056,0.5486348163347076,18.375627008094717,21.560674951453795,2.7524739560652742e-05,3.2247956505947845e-06
2050-01-01 03:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.631150274541376,31.030955146449227,89.07598597796041,1.0846123034193993,0.3729233346124344,0.0370920733719021,14.892763655861032,72.49806937717769,24.58741567697486,112.82453482545844,26.86181991251804,111.0974639135748,23.036499454827563,,0.129460812556383,266.6783622462094,0.0462304284521819,0.0840553244585126,0.1176724383947283,61.12853944093531,22.31768373928779,255.3926142687813,162.14473738377845,484.59430947347295,11.30047089445591,9.808461517428514,3.416924174479236,0.0,10.886107282876967,39.07589445120945,18.766896322651277,26.327523119512993,2.527928678692788,7.577889128581381,35.18984179240945,39.42185815988573,17.580320212199002,21.39279323384992,36.264568158294296,0.013764476638778795,80.45981795040936,5.121337324527158,2.7626926308089318e-05,3.6913681173589664e-06
2050-01-01 06:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.63115027461431,31.030955147651035,89.0759859814441,1.0846122262028743,0.3729233156916143,0.037092069609569,14.892763512962196,72.4980686815452,24.486084957876532,112.35955748111296,26.751115820482283,111.72604918204428,22.944553754074853,,0.13418446034899162,238.2722070200812,0.0462301414714215,0.0840548026753119,0.1176721183065592,132.30379904795765,48.303368143003865,281.595990842613,171.35201203266334,509.92333806579256,,9.808461640093835,3.416924216356248,0.2075572128220028,10.47753168964386,65.4394940666234,12.797483352204104,,2.527929035324764,7.686847290339543,35.69581653144331,39.595657204273955,18.02091088574217,21.39278993776924,35.57365481751401,8.649800867121883,90.48976660973602,1.1881712095401956e-05,1.9091365784219033e-05,0.0759087004962973
2050-01-01 09:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.63115027359977,31.030955145890218,89.07598597665653,1.084612147597402,0.3729232940799836,0.0370920734315136,14.892763150862802,72.49806691884304,24.13072507789687,110.7289138347422,26.362884164680946,141.1766469496965,22.53260634834075,0.0,0.1279324950137889,237.628910909882,0.0462301309555798,0.0840547835555996,0.1176720425871834,108.6965612598931,39.68449925241001,263.66259882015,152.27298994847965,453.26404227456794,,9.808458015360763,3.416922990711269,12.481048138866438,9.044685117721558,250.94269060372105,17.55400095647928,1.3278043146571763,2.52792967822465,7.343595747299584,34.101841310953674,31.491663782094474,16.63291370809858,19.349572987843935,26.35246594741649,43.2907805239339,51.629347724334046,0.1382787527246345,1.4191785478769855e-05,3.4512479594139743e-06
2050-01-01 12:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.63115027359538,31.030955145833417,89.07598597651798,1.0846121156698956,0.3729232857001048,0.0370920728975013,14.892762981673837,72.49806609523007,24.13830280096275,110.7636858128621,26.371162848175658,148.57016761478343,22.9102836064037,0.0,0.0945841383609255,238.10044820458225,0.0462301227492307,0.084054768634965,0.1176720536520813,125.2289044232741,45.72036416207245,248.24729738765572,146.07832983138096,435.2198158813675,,9.808457889874628,3.416922947195266,19.648957064302156,9.075239254951477,167.13027193632348,19.875223391517427,0.0,2.5279297262598344,6.565735357912566,30.4896501618552,31.41043806998035,13.487501652828884,21.39278443970434,29.3007066589269,35.25412055707264,44.711137891511534,8.184727742726151,2.0083620184984183e-05,3.454817406647957e-06
2050-01-01 15:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.631150273142055,31.030955145590823,89.0759859757085,1.0846121092158314,0.3729232829663844,0.0370920751804433,14.892762875239743,72.4980655771082,24.14230710526696,110.7820604064492,26.37553756174896,167.74688025942524,23.276625954353797,,0.09430345572489049,217.98972042226745,0.0462298586164957,0.0840542883936285,0.1176716442095731,142.0969480153439,51.87879139804493,232.58962229092577,154.8136467209763,461.78525908749657,,9.808461714405622,3.4169242408436795,0.0,9.091385011196136,40.516385179160224,4.326591340660008,,2.5279300922374386,6.008136924550893,27.900301027716324,36.67448525299197,11.232756307621369,23.346896998178487,38.495081457679085,4.3735202874434605e-05,67.77810129342734,0.0064877017772004,3.585451603344434e-05,0.7285814737388878
2050-01-01 18:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.631150272845495,31.030955145088523,89.07598597422168,1.084612108209945,0.3729232816893192,0.0370920767262866,14.892763137055413,72.49806685162855,24.471347838811585,112.29193310671695,26.735015476975153,172.3791363858398,23.02388007034415,,0.08415068979216891,218.11257607904437,0.0462298842258962,0.0840543349561749,0.1176716965481473,68.4926217056101,25.006268490637616,239.9341577022642,154.00179128611774,458.5928891243856,3.7075817841291423,9.808461692491267,3.416924233311154,,10.418110152482988,17.613506245569486,2.9418374664101647,4.453674665612503,2.5279297533265184,5.959690958775169,27.675329951708065,37.58762534298469,11.036857068000478,22.030374642513113,39.46097841165869,4.383154173153338e-05,68.34112085697448,0.0035781015030461,3.581425232120456e-05,3.6179402743296782e-06
2050-01-01 21:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.63115027265568,31.030955144435875,89.07598597222574,1.084612106499646,0.3729232805977033,0.0370920780826868,14.892763748900215,72.49806983009302,24.318836599612304,111.59210316751653,26.568396524587957,161.62953418916422,22.90128318701821,22.203461413455415,0.0802181187383843,183.49822475250687,0.0462304362743928,0.0840553386807142,0.117672823968973,27.0921032052584,9.89117352870854,152.51215393186862,109.43886465983678,324.4140486951392,45.06987229537964,9.808458050812062,3.4169229971268065,,9.803169583797455,90.24542773997187,13.05834955784954,2.3397333246889755,2.5279203958429193,4.4268444206327,20.557169966253916,31.718742284945257,4.838538329488481,21.39278817646901,23.433463449101257,6.257646418575717e-05,21.364198924510244,10.414277083938453,3.4270413513057545e-05,3.3232591671329188e-06
