snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,Methane,CO2 captured,Oil,Methane,Oil,Methanol,Electricity,Centralized heat,Electricity,Decentralized heat,Electricity,Hydrogen,Electricity,CO2 captured,Hydrogen,CO2 emissions,Centralized heat,Ammonia,Oil,Electricity,Centralized heat,Electricity,Centralized heat,Centralized heat,CO2 captured,Hydrogen,Electricity,Ammonia,Decentralized heat,Decentralized heat,Hydrogen,Electricity,Centralized heat,CO2 emissions,Methane,Methanol,Electricity,Centralized heat,Centralized heat,Decentralized heat,CO2 emissions,Decentralized heat,Centralized heat,Electricity,CO2 emissions,Decentralized heat
sector,Shipping emissions,Agriculture emissions,Aviation emissions,Industry emissions,Industry CC,Solid biomass methanation,Solid biomass methanation CC,Imports,Imports,Fischer-Tropsch,Methanol production,Nuclear,Waste Heat,Offwind,Heat Pump,Onwind,Electrolysis,Hydroelectricity,Direct Air Carbon Capture,Imports,Transport emissions,Heat Pump,Storage,Storage,Biomass CHP CC,Biomass CHP CC,Solar,Storage ,Solar thermal,Central heat production CC,Ammonia Cracker,Battery,Haber-Bosch,Biomass boiler,Resistive heater,Storage ,Gas CHP CC,Gas CHP CC,Central heat production emissions,Storage,Storage,Biomass CHP,Biomass CHP,Resistive heater,Gas Boiler,Decentral heat production emissions,Storage,Gas Boiler,Gas,Power supply emissions,Oil Boiler
2050-11-09 09:00:00,14.152822810967248,2.698889859646953,21.56339385039261,20.907804393720273,54.38856557596107,0.7561421832209103,0.2232043479795641,166.3408562474609,100.88784856605275,57.92595057899359,98.45558068060764,66.11843572831955,59.057144628511125,423.5181137647884,299.2691949561622,296.54480990551644,191.7277335401716,20.98248891830003,0.0840630857451827,69.78138770233103,30.897566988798328,39.64936592219395,7.417694611107177e-07,37.66303790080548,1.2164284124261546,4.631350356863992,461.6176026278265,13.458747797862106,8.877233734439521,1.8395332774942557,1.7314578333221269,2.4860225871431174e-05,13.062174269281313,1.8571147901188907,48.26512077077584,0.0,2.701798886114784e-06,3.0155504684616904e-06,6.328700348814578e-07,,,0.0364600051048679,0.1113794615049913,28.00770759195322,7.359956255358027e-06,3.5431404036824537e-06,0.0002266934738354,3.6763701286358313e-06,5.3063765915672555e-06,1.960016664461284e-06,1.932382293945997e-06
2050-11-09 12:00:00,14.152822810967248,2.698889859646953,21.56339385039261,20.907804393736765,54.388565575763465,0.7561421836696753,0.223204348004888,166.3157566276835,100.92865635691687,57.925951083108785,98.1770820604988,114.78384940776638,58.970928689876985,416.74209435805085,297.7209117310641,285.9971735976416,191.39743250617713,20.728661850287423,0.0840601754997421,68.85542698143641,30.547465055630667,40.19867824722704,,36.326402612447744,1.4452467184137676,5.502538283474646,346.1109433243669,12.252189973082698,10.838080542209104,2.185561810732099,1.7314610680784304,4.279334721953173e-05,13.062180698156403,2.368305870456038,44.80016094622216,0.0,3.369108052992439e-06,3.76037179632489e-06,7.151706720044908e-07,,,0.3329964150680199,1.0178586673994403,21.42871694307565,7.61775507810571e-06,3.645423990305372e-06,0.4560954126397925,3.7268910346248703e-06,6.431940701586432e-06,2.151012950297748e-06,1.9699412257747636e-06
2050-11-09 15:00:00,14.152822810967248,2.698889859646953,21.56339385039261,20.907804393936736,54.38856557219558,0.7561421856182726,0.2232043481775069,166.31839134961407,100.96698316374102,57.925951417456425,96.4489316251765,125.81539695072647,55.967299661477696,398.9867369972583,265.4316497868385,258.96743235603134,172.44819283418153,36.96985555656386,0.084055821814571,81.16045805288226,26.140176700203156,36.61413737216537,7.16460647922484e-08,19.18145588517189,1.588757659983354,6.048932499866114,33.08084208038585,10.525886686398383,1.439050222808142,2.402585588574439,1.7314641536949065,20.233546029656395,13.06218416716055,5.597464983302737,34.83754293946226,0.0,5.014410961886887e-06,5.5954616646888384e-06,8.58376282778432e-07,0.0,,1.214766184645005,3.710912984198813,3.3254699130404295,8.045267070233843e-06,3.850417115689573e-06,15.3875946181067,3.979927072421466e-06,8.272781222910064e-06,2.4135016824815105e-06,2.0270703424325685e-06
2050-11-09 18:00:00,14.152822810967248,2.698889859646953,21.56339385039261,20.907804393885016,54.38856557219317,0.756142188319131,0.2232043485107078,166.30850627434134,101.00789754107014,57.92595242051826,96.4488519933611,125.81539714403972,50.548898876701124,333.698493136321,273.71480003892776,237.31408789415673,113.65702367946848,35.70100318172915,0.0840542252270136,81.35690779459715,15.688176126108647,37.47695891076871,,,1.5887581138643192,6.048934227031317,,13.88124977522198,,2.402586465666307,1.7314653625053489,41.46026317998858,15.95528607043325,5.337450052721489,33.81408270609465,36.68646769752589,5.447349163943084e-06,6.077915190072263e-06,8.852425256447939e-07,0.0,0.0,1.236273546733066,3.7766151602109064,3.286676758036756,3.1772052872120393,0.6451201270487635,6.954575259154852,4.058203102326729e-06,8.646307197557046e-06,2.4482903602296278e-06,2.1064126793681157e-06
2050-11-09 21:00:00,14.152822810967248,2.698889859646953,21.56339385039261,20.907804393881047,54.38856557205506,0.7561421902077159,0.2232043487429669,166.2868500958826,101.04876152144676,57.92595115399386,96.44885035446042,125.81539711515106,48.99111386343627,294.7736281175953,259.0581741034424,248.9741872057033,121.0952447490933,35.96157611055353,0.0840558588746291,59.11616468467794,8.418590588277551,36.90853280206668,0.1513921825907384,,1.5887578586857498,6.048933256764741,,2.5335490069184226,,2.4025857299031443,1.7314650579108497,21.553288508672843,12.910793376355487,3.0155256049463506,17.10990261479744,37.66953043886488,4.666073175757396e-06,5.207694223114568e-06,8.463206822183556e-07,,,0.7513388855429595,2.2952199244280793,0.1692743078675098,7.876172847884657e-06,3.780871025060689e-06,2.3900304005437992e-05,3.8285632104695496e-06,8.462096952868959e-06,2.439297061581585e-06,2.0143910745557635e-06
2050-11-10 00:00:00,14.152822810967248,2.698889859646953,21.56339385039261,20.90780439394366,54.3885655717969,0.7561421905460547,0.2232043487632894,166.23796492777475,101.0901945951101,57.925954507263626,97.48960410125676,125.81539711766021,50.05468819623377,310.981721149741,263.9297936361181,238.0696244229005,148.84502317839474,49.674361113198415,0.0840555919663921,61.21989725472971,3.634419713869604,36.32557598178026,2.7417137068703896,,1.5887580113142468,6.0489338369146886,,1.9205537406135824,,2.402586093590014,1.731454625751156,10.206084936440277,10.320456621122185,4.317175417282648,8.237301282960619,0.0,4.962012871738046e-06,5.537636135595414e-06,8.644787232243671e-07,,,1.49653865210195,4.571685104314646,0.5062081148234273,7.922672024913402e-06,3.8291787928976676e-06,0.31859859835277,4.0130802636241166e-06,8.399339946486905e-06,2.4339361662566923e-06,2.0200157134704568e-06
2050-11-10 03:00:00,14.152822810967248,2.698889859646953,21.56339385039261,20.90780439398617,54.38856557158753,0.7561421890665457,0.2232043486308988,166.16538806197093,101.1321412986578,57.925955490934456,97.82884184088572,125.81539719653222,53.39344204030562,354.81793614385583,296.71350170254914,225.3887505099907,150.9579716902491,63.086805105977156,0.0840536187151561,71.56394776871008,3.547721632767942,36.72851841404233,,,1.9099713385649093,7.271900555464039,,20.609276250546348,,2.888338389258943,1.731467045742727,15.641964939307925,13.062189598028503,8.91962224266337,53.474474889094154,,6.163586784884857e-06,6.876395294083371e-06,9.264126554114352e-07,0.0,,3.621737021548851,11.063815289734814,2.2779901355607755,0.2578216108204084,0.05209293850616937,25.72175834978746,4.3994852069896435e-06,8.62140293981647e-06,2.454808319513929e-06,2.219845031932736e-06
2050-11-10 06:00:00,14.152822810967248,2.698889859646953,21.56339385039261,20.907804394467117,54.38856556703006,0.7561421765804881,0.2232043451259682,166.08033510471694,101.17387704350811,57.92595459627157,95.01881159227416,125.81539683546495,55.93465080071079,372.5189133515373,296.965417776922,217.89500327488471,165.50578450242745,43.763772222635225,0.0840541062179557,71.38918149610141,10.409375915648262,36.77864506376277,,,1.9099717604209467,7.271902161780773,136.13496164314012,21.53478911710284,0.0301380338053457,2.8883386255075374,1.7314706986609971,0.9530351624515433,13.845213514463184,9.21813667362148,69.84751591968644,0.0,5.29242962861183e-06,5.906055932484873e-06,8.81323152798819e-07,0.0,,2.24303263428103,6.852100627247176,8.674199063664277,1.8782571690223888,0.3805212778932329,16.14397511055957,4.431366631458826e-06,8.001157655332554e-06,2.3882640593068934e-06,2.3010451033670388e-06
2050-11-10 09:00:00,14.152822810967248,2.698889859646953,21.56339385039261,20.90780439447549,54.38856556657477,0.7561421720880811,0.2232043448117834,166.03851389838906,101.22259038202849,57.92595413433197,97.60387294085751,125.36298155861252,59.2332210404508,376.1004546854351,297.9166689309866,167.54595411410332,194.80012305869,42.943422471910594,0.0840557081460114,62.05571659953563,25.339458728571323,37.99041686549752,0.7829938793510651,16.346908467173577,1.9099536437438536,7.271833187279696,441.4668868372974,2.6907242669411517,5.800441206708601,2.888310928326818,1.7314706796204011,3.523319178839676e-05,12.27919988729377,5.608587088708563,56.9235588494445,0.0,4.536567578867821e-06,5.0632237522373774e-06,8.257715527366731e-07,0.0,,1.0966283290791057,3.356134637618051,15.09834447681311,9.68563010648772e-06,4.304296203618485e-06,1.075399872781831,4.213147473751017e-06,7.376089653450932e-06,2.3076690362700263e-06,2.158169306510005e-06
2050-11-10 12:00:00,14.152822810967248,2.698889859646953,21.56339385039261,20.907804394483232,54.388565565400285,0.7561421727175387,0.223204344832306,165.9984446925074,101.26925466283896,57.9259542153352,98.83170625693069,125.36264572866918,59.890426258889725,368.458821077253,301.3474488660651,164.79310482363047,180.3940486092053,48.30425362122074,0.0840555545520053,75.09504945336289,30.186554704622335,38.83693500943963,,35.239937439680105,1.9099604823502516,7.2718592238173745,326.33620053461755,4.903817646093575,6.838946438977095,2.888321387385099,1.731470868281873,4.15528286274939e-05,15.692496149386487,6.5402705510284,48.98347489279345,0.0,4.8253389581669395e-06,5.3854553996527465e-06,8.492184131387053e-07,0.0,,2.724623742035165,8.33513037119286,4.020887134187314,9.566036513505538e-06,4.299900580096251e-06,1.5843009481466624e-05,4.283453050149266e-06,7.596127828266929e-06,2.3377433407380378e-06,2.1586685604843496e-06
