snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
carrier,Methanol,Coal,Hydrogen,Oil,Oil,Oil,Methanol,Electricity,Ammonia,Decentralized heat,Electricity,Decentralized heat,Centralized heat,Oil,Solid biomass,Methane,Methane,Methane,Methane,CO2 captured,CO2 captured,Hydrogen,Electricity,Electricity,Electricity,Hydrogen,Electricity,Electricity,Electricity,Hydrogen,Oil,Methane,Methanol,Centralized heat,Decentralized heat,Solid biomass,Solid biomass,Electricity,Oil,Ammonia,Methane,Electricity,Centralized heat,Hydrogen,Methane,Electricity,Decentralized heat,Oil
sector,Industry,Industry,Industry,Shipping,Industry,Aviation,Shipping,Industry,Industry,Industry,Agriculture,Agriculture,Industry,Agriculture,Industry,Industry CC,Industry,Hydrogen production CC,Hydrogen production,CO2 sequestration,Methanol production,Methanol production,Methanol production,Residual electricity consumption,Compression losses,Ammonia production,Ammonia production,Decentral heat production,Hydrogen production,Transport,Transport,Storage,Storage,Residential / Services heat consumption,Residential / Services heat consumption,Decentral heat production,Central CHP production,Transport,Storage,Storage,Decentral heat production,Hydroelectricity,Storage charging,Storage,Power supply,Battery charging,Storage charging,Decentral heat production
2035-01-01 00:00:00,20.87557077625378,47.892643835600005,6.127853881278539,32.81271819226191,78.19863013706981,83.871621355086,28.53279842805388,162.33105022831052,5.262557077625571,0.0525114155251141,5.7144931044690885,22.34338942225278,12.059360730593609,10.49743235957586,56.74542974052316,70.39647134679578,14.75504793546245,88.41219252769906,27.54667431186705,22.01005632287719,13.102782631105237,60.124877485921715,14.31482641419769,145.52677870537065,0.3572031782162835,7.672311687194425,1.6521792757255147,96.00913496331206,18.981513555480795,3.5224873861052544,35.3471824508419,34.722793681393846,3.423360642194748,77.50975073275974,391.6742607201402,35.068072075305615,65.46014451118029,48.44486775328168,155.40091655683517,1.4182911427086946,278.33740488333814,9.064021914395353,4.5805344558768875,17.73170934564704,27.133551476462795,0.004519160629626765,25.132880864664568,0.0080745422869844
2035-01-01 03:00:00,20.87557077625378,47.892643835600005,6.127853881278539,32.81271819226191,78.19863013706981,83.871621355086,28.53279842805388,162.33105022831052,5.262557077625571,0.0525114155251141,5.7144931044690885,22.34338942225278,12.059360730593609,10.49743235957586,56.74542974451134,70.39650225953122,14.755020114000294,88.41767709792322,27.54668328457748,22.117763071392197,12.99633520332526,59.63642104623624,14.198532303716853,111.0974639135748,0.3322057048591326,5.21426655785247,1.1228562519652694,119.98907496909078,18.98159027915668,16.608508829237426,166.66177262667208,,2.994153968334198,125.3313991812647,632.1024761217512,35.97364441045592,109.48705587468442,53.60070174275479,0.0,0.0,433.0971923689336,0.0,0.2876109543995265,7.596038258665808,27.28243976504336,0.002457149660214148,0.3369147647039898,35.63661641288931
2035-01-01 06:00:00,20.87557077625378,47.892643835600005,6.127853881278539,32.81271819226191,78.19863013706981,83.871621355086,28.53279842805388,162.33105022831052,5.262557077625571,0.0525114155251141,5.7144931044690885,22.34338942225278,12.059360730593609,10.49743235957586,56.7454297435289,70.3965588856045,14.754969150534642,88.4353330200712,27.546688545163608,22.17848874621967,12.938810039858172,59.372454719144336,14.13568590286724,111.72604918204428,0.34191888200827547,6.114487243298084,1.316712552479638,122.46084866607288,18.90683065213692,35.94669257153776,360.715074762869,,2.762206757307053,130.9838874145373,667.6659135593336,36.01038245543873,110.69600483394792,65.52859302086829,,0.0617705351378317,468.05449599131504,0.0,0.17829481611904,,1.887922824786197,0.00397288720885248,3.005794639741878e-05,56.061846546364805
2035-01-01 09:00:00,20.87557077625378,47.892643835600005,6.127853881278539,32.81271819226191,78.19863013706981,83.871621355086,28.53279842805388,162.33105022831052,5.262557077625571,0.0525114155251141,5.7144931044690885,22.34338942225278,12.059360730593609,10.49743235957586,56.745429741695546,70.39663970316604,14.754896414729144,88.4353329337309,27.546688461572497,22.135424248518632,12.981877283246556,59.57007783518656,14.182736985877591,141.1766469496965,0.3697529043266375,7.6722458484654386,1.6521650978104343,132.77393133152304,18.981602367840384,29.532650606444665,296.35194532166395,,2.9358581886291506,116.18111341325093,591.59176622197,35.491749095712045,95.20078514935538,105.90680353702034,0.0,1.4182305903383168,407.89822036817014,33.863184288754205,0.2867677117054529,0.0,2.3911146372601636e-05,8.452451555203037,4.968747092093934e-05,15.534636976268535
2035-01-01 12:00:00,20.87557077625378,47.892643835600005,6.127853881278539,32.81271819226191,78.19863013706981,83.871621355086,28.53279842805388,162.33105022831052,5.262557077625571,0.0525114155251141,5.7144931044690885,22.34338942225278,12.059360730593609,10.49743235957586,56.74542974169808,70.39672119762402,14.754823069716965,88.43533288556449,27.54668840787439,22.160917110454676,12.956413397200956,59.45323143149421,14.154917619653176,148.57016761478343,0.3716488715169064,7.562577823568511,1.6285488468900144,123.1753055960722,18.98160073833668,34.02445705084461,341.425975267056,0.0,2.833185254096985,111.60537813593564,567.1188746632538,35.48272701326784,95.47002903730262,81.05500577532848,0.0,1.3227343355537449,387.70455728996853,27.01033313240888,0.3041693798862419,0.0,2.5348289506641664e-05,8.233589342707615,0.2544219477058876,11.666150836810194
2035-01-01 15:00:00,20.87557077625378,47.892643835600005,6.127853881278539,32.81271819226191,78.19863013706981,83.871621355086,28.53279842805388,162.33105022831052,5.262557077625571,0.0525114155251141,5.7144931044690885,22.34338942225278,12.059360730593609,10.49743235957586,56.74542974450884,70.39679481445054,14.754756814573216,88.435333089379,27.546688645582375,22.199484640760556,12.917867323500024,59.27635465469948,14.112805927082787,167.74688025942524,0.3331531440375158,3.7587901582926455,0.809429472436234,101.79081673570978,18.28671427864943,38.60747266831251,387.41526392861294,,2.6777636299133305,118.67814476995844,602.4503075158391,35.69431044798562,106.27849588344768,27.20075964075522,,0.0,425.69814321201596,2.0021535187878063,0.2815621880972868,,36.50159845259464,0.002160621260567046,3.564611533849615e-05,39.361052690185865
2035-01-01 18:00:00,20.87557077625378,47.892643835600005,6.127853881278539,32.81271819226191,78.19863013706981,83.871621355086,28.53279842805388,162.33105022831052,5.262557077625571,0.0525114155251141,5.7144931044690885,22.34338942225278,12.059360730593609,10.49743235957586,56.74542974628604,70.39685707135162,14.754700783362132,88.43533082511044,27.546686031744247,22.083512162523277,13.033850320559493,59.80856706216905,14.239517673484144,172.3791363858398,0.3264318716808522,3.859314766971527,0.8310767518913781,100.3904158552622,18.28671483426792,18.609316086055905,186.7393176690073,,3.145418672800064,117.39053394025264,598.8362812080419,35.54023094556782,105.93505324871474,22.76582307529146,0.0,0.0,429.5373667795599,,0.3497971242356537,6.305727245228758,38.51559378279499,0.00011884586299630443,3.833730614646891e-05,36.65371976851129
2035-01-01 21:00:00,20.87557077625378,47.892643835600005,6.127853881278539,32.81271819226191,78.19863013706981,83.871621355086,28.53279842805388,162.33105022831052,5.262557077625571,0.0525114155251141,5.7144931044690885,22.34338942225278,12.059360730593609,10.49743235957586,56.745429747055674,70.39691289471125,14.75465054233852,88.41888167948449,27.546680210102775,22.066061241742535,13.048365187802824,59.875171587276405,14.255375206258911,161.62953418916422,0.31668360007793694,3.554772749419975,0.7654957340051896,89.8157168749983,18.286711824251643,7.360873323690077,73.8643191161953,26.753797228926413,3.203944068670273,82.02263881496299,419.6055016251543,33.996266163587386,82.91336004704638,32.874122735229676,117.95888351345064,0.0,282.92311135757285,,4.5564987218969675,17.78075011292595,32.24389469899139,0.005453635114324014,0.38484226027126,0.6173075198072598
