snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
carrier,Electricity,Oil,Oil,Decentralized heat,Oil,Methanol,Methanol,Oil,Electricity,Hydrogen,Centralized heat,Methane,Solid biomass,Methane,Electricity,Hydrogen,CO2 captured,Electricity,Hydrogen,Oil,Electricity,Decentralized heat,Centralized heat,CO2 captured,Electricity,Electricity,Hydrogen,Methane,Methane,Methane,Electricity,Centralized heat,Decentralized heat,Methane,Solid biomass,Oil
sector,Industry,Shipping,Agriculture,Agriculture,Aviation,Industry,Shipping,Industry,Agriculture,Industry,Industry,Industry CC,Industry,Hydrogen production CC,Residual electricity consumption,Methanol production,Methanol production,Methanol production,Transport,Transport,Decentral heat production,Residential / Services heat consumption,Residential / Services heat consumption,CO2 sequestration,Transport,Ammonia production,Ammonia production,Central CHP production CC,Decentral heat production,Storage,Hydroelectricity,Storage charging,Storage charging,Power supply,Central CHP production,Decentral heat production
2045-01-01 00:00:00,8.002283105022832,1.6664651225097198,0.23557372544599,0.8042242257195091,2.253583391852,3.6347031963448,8.21156727033612,2.5913242009095003,0.1702536780122392,0.5547945205479452,0.2773972602739726,1.67808201302139,2.4954285075530995,0.9061977613268062,2.9598699239608504,0.2631413645607419,0.0573453825647984,0.0626499897145592,0.2350300823412306,0.4840867052585401,5.023616370552438,8.448326013256995,2.9116436731957127,0.2088931194968587,3.1164243298103735,0.5891642851076554,2.735933137960499,1.1097545970359444e-06,0.1652008221331769,0.0009487408038218,1.1083116505218703e-07,1.2288546358814043,8.516244739759427e-07,1.2853369219717715e-06,3.040890557767419e-07,4.334066439379039e-07
2045-01-01 03:00:00,8.002283105022832,1.6664651225097198,0.23557372544599,0.8042242257195091,2.253583391852,3.6347031963448,8.21156727033612,2.5913242009095003,0.1702536780122392,0.5547945205479452,0.2773972602739726,1.6780820131378231,2.495428508678788,0.9061996278768982,2.340146192970142,0.2631412861194326,0.0573453654703865,0.0626499710388667,1.1720968650693704,2.4141441980723,7.478747297848619,13.661880458638528,4.708286554139237,0.2898258826467182,1.2810175382886777,0.5964126010174351,2.76959252328517,0.4408021478227968,3.277349845209984,0.0,1.0644498470809581e-08,2.512208358655673e-07,1.021229184207355e-06,1.4211082108868727e-06,4.197753732928258e-07,4.287900390456815e-07
2045-01-01 06:00:00,8.002283105022832,1.6664651225097198,0.23557372544599,0.8042242257195091,2.253583391852,3.6347031963448,8.21156727033612,2.5913242009095003,0.1702536780122392,0.5547945205479452,0.2773972602739726,1.67808201319992,2.495428508848463,0.9062011675248602,2.299687979988593,0.2631408111531176,0.0573452619628095,0.0626498579565514,2.4850788705925897,5.1184666694122,7.557673633652675,14.123164634648116,4.867249688946766,0.3081387908575498,1.331311212971617,0.5964125676075761,2.769592368138053,0.6996604894026728,3.704797149070178,0.0,2.9129644698568813e-08,2.554563852180787e-07,1.0104681081775888e-06,1.5168345565763035e-06,4.344115182018853e-07,4.290736492531173e-07
2045-01-01 09:00:00,8.002283105022832,1.6664651225097198,0.23557372544599,0.8042242257195091,2.253583391852,3.6347031963448,8.21156727033612,2.5913242009095003,0.1702536780122392,0.5547945205479452,0.2773972602739726,1.6780820132524663,2.495428508629829,0.9062004589474042,2.8495359563595635,0.2631391079635813,0.0573448907932836,0.0626494524528135,2.0458025805963453,4.213698182747599,7.471632572651242,12.485642497335016,4.302943228144723,0.3558244325915613,2.993297858122057,0.4904917001421915,2.2777220721524167,1.2411307034956462,2.1428868959473424,2.3249350279845062,0.0,7.164653080461926e-07,9.82412593383847e-07,2.5152170788980053e-06,3.7281431688794946e-07,4.313688241298433e-07
2045-01-01 12:00:00,8.002283105022832,1.6664651225097198,0.23557372544599,0.8042242257195091,2.253583391852,3.6347031963448,8.21156727033612,2.5913242009095003,0.1702536780122392,0.5547945205479452,0.2773972602739726,1.6780820132351266,2.495428508697469,0.9062008260527789,2.913544779351474,0.2631405268637576,0.0573452000087259,0.062649790271543,2.410115467152876,4.9640660640780006,7.458351347867342,11.963316427319024,4.122944456003808,0.2149664923516406,4.4868125389323925,0.5884300938805056,2.7325237355939054,0.0661317156661444,1.6847481233590038,0.379976077915036,7.329019188892797e-08,1.0596464953735498e-06,9.837298002183995e-07,1.6313929863493667e-06,3.595891269372133e-07,4.3232855151926475e-07
2045-01-01 15:00:00,8.002283105022832,1.6664651225097198,0.23557372544599,0.8042242257195091,2.253583391852,3.6347031963448,8.21156727033612,2.5913242009095003,0.1702536780122392,0.5547945205479452,0.2773972602739726,1.6780820133576162,2.495428508763133,0.9062023570708062,3.197667795474551,0.2631284073560117,0.0573425588511513,0.0626469047995576,2.753777024622969,5.6718988207307,7.130100737066911,12.687549380035732,4.372522363157225,0.3018744702070533,0.8349309888955345,0.5964123624522231,2.7695914154473646,0.7330693587483417,3.0212217968007447,0.0,1.8947042482374025e-07,2.8563354682254633e-07,9.72207614060816e-07,1.548902709121823e-06,4.246469659898465e-07,4.314707344418293e-07
2045-01-01 18:00:00,8.002283105022832,1.6664651225097198,0.23557372544599,0.8042242257195091,2.253583391852,3.6347031963448,8.21156727033612,2.5913242009095003,0.1702536780122392,0.5547945205479452,0.2773972602739726,1.678082013379362,2.4954285088283967,0.9062016416373436,3.3053704467300733,0.2631399448341349,0.0573450731692553,0.0626496516990691,1.267426558432117,2.6104928387002,7.049670801643871,12.551851304858133,4.325759459150564,0.3073799318410061,0.7448696112113925,0.5964124511700295,2.7695918274309017,0.790199611927395,3.220630516583916,0.0,1.0602734334155313e-07,3.253171769021644e-07,9.907345145529534e-07,1.6184029470465117e-06,4.192443268989836e-07,4.3034562753615e-07
2045-01-01 21:00:00,8.002283105022832,1.6664651225097198,0.23557372544599,0.8042242257195091,2.253583391852,3.6347031963448,8.21156727033612,2.5913242009095003,0.1702536780122392,0.5547945205479452,0.2773972602739726,1.6780820133789984,2.4954285088496753,0.9061998625435608,3.550922618873349,0.2631407034847987,0.0573452384990681,0.0626498323223487,0.5026850912537848,1.0353703116801,5.590077891028531,8.797756059250528,3.0320607678343787,0.1960067074821462,1.9589107993774075,0.4391094355486507,2.0391155510880328,1.9053712531296592e-06,0.7739602536008864,1.0418631338997768,7.248812497698877e-08,0.3356124675268614,9.006885812604696e-07,1.6610055016100122e-06,3.4058224519936184e-07,4.3242483135976756e-07
