config,cost_segment,capital,marginal
2045_fl,Energy production,5779515506.71231,9941796108.281874
2045_fl,Storage,179496269.67855,0.0
2050_fl,Distribution,1112621428.020169,0.0
2050_fl,Energy production,5945552607.777208,9535830057.357439
2050_fl,Storage,189236065.48953325,0.0
2030_fr,Distribution,5772597867.99484,0.0
2030_fr,Energy production,61749752332.24331,44864388556.14453
2030_fr,Storage,3971749735.9574494,0.0
2035_fr,Distribution,5972554403.510282,0.0
2035_fr,Energy production,66365896761.874886,45132754146.677
2035_fr,Storage,3976239201.950734,0.0
2040_fr,Distribution,6659850337.253474,0.0
2040_fr,Energy production,77723942549.64049,40586360533.68567
2040_fr,Storage,3984966664.333223,0.0
2045_fr,Distribution,7418619422.257878,0.0
2045_fr,Energy production,97145858026.46101,32433719410.88611
2045_fr,Storage,4008544574.214242,0.0
2050_fr,Distribution,7889966032.641414,0.0
2050_fr,Energy production,109789340540.18135,28381576350.11697
2050_fr,Storage,4014024603.346815,0.0
2030_de,Distribution,7166017751.251748,0.0
2030_de,Energy production,57997653615.226524,64572576873.36924
2030_de,Storage,3517887024.7740006,0.0
2035_de,Distribution,7511306239.147798,0.0
2035_de,Energy production,60174391673.17631,65476208233.01584
2035_de,Storage,3524151425.9404564,0.0
2040_de,Distribution,8456929751.620542,0.0
2040_de,Energy production,58481339956.818756,60241871466.34374
2040_de,Storage,3532424943.53024,0.0
2045_de,Distribution,9582017519.064632,0.0
2045_de,Energy production,68458050304.05911,51209883301.26874
2045_de,Storage,3552980786.7598567,0.0
2050_de,Distribution,10194716787.97257,0.0
2050_de,Energy production,74490199549.24152,48338785251.4612
2050_de,Storage,3824653742.9196453,0.0
2030_gb,Distribution,4503026688.097182,0.0
2030_gb,Energy production,38126901136.55846,42110687817.85288
2030_gb,Storage,1191084986.6822603,0.0
2035_gb,Distribution,4608982431.07817,0.0
2035_gb,Energy production,50075846859.88653,47341237580.3462
2035_gb,Storage,1209769449.5086734,0.0
2040_gb,Distribution,5779390670.431879,0.0
2040_gb,Energy production,67230053897.434204,41363771394.00341
2040_gb,Storage,1280691536.3815477,0.0
2045_gb,Distribution,6131804437.28242,0.0
2045_gb,Energy production,76795445946.87202,36530593883.03644
2045_gb,Storage,1398069137.4699776,0.0
2050_gb,Distribution,6405480635.492816,0.0
2050_gb,Energy production,93279109564.0252,26585189917.9974
2050_gb,Storage,1574118371.1677768,0.0
2030_nl,Distribution,1732518675.5881114,0.0
2030_nl,Energy production,15174853080.111807,23230555054.577717
2030_nl,Storage,923570870.5799422,0.0
2035_nl,Distribution,1899563144.5694516,0.0
2035_nl,Energy production,18306804067.37564,23805027836.480778
2035_nl,Storage,924787895.1822721,0.0
2040_nl,Distribution,2259212209.772112,0.0
2040_nl,Energy production,24675343422.879444,21633733580.43503
2040_nl,Storage,934313918.951136,0.0
2045_nl,Distribution,2487756499.385909,0.0
2045_nl,Energy production,33707087559.742165,19257872986.632206
2045_nl,Storage,1006840412.0597728,0.0
2050_nl,Distribution,2627085152.9669,0.0
2050_nl,Energy production,47365338121.985565,18987413328.645332
2050_nl,Storage,1097122151.2122228,0.0
2030_lu,Distribution,90481209.93050674,0.0
2030_lu,Energy production,235941555.98558575,706358303.1144414
2030_lu,Storage,533592297.32096905,0.0
2035_lu,Distribution,98324479.62563702,0.0
2035_lu,Energy production,244341439.26392478,732080184.9660213
2035_lu,Storage,533606631.5389483,0.0
2040_lu,Distribution,104105355.89066492,0.0
2040_lu,Energy production,295465338.44000506,689102193.775603
2040_lu,Storage,533542003.26233155,0.0
2045_lu,Distribution,121187959.46775879,0.0
2045_lu,Energy production,375138565.69936097,558406828.64167
2045_lu,Storage,533733882.0134158,0.0
2050_lu,Distribution,130738393.33605096,0.0
2050_lu,Energy production,403311110.0295601,514919569.86544013
2050_lu,Storage,533708189.6514599,0.0
