config,cost_segment,capital,marginal
2030_tot,Distribution,41175922298.428764,0.0
2030_tot,Energy production,336811829696.7301,650260393503.532
2030_tot,Storage,43241550046.90107,0.0
2030_tot,Transmission,12987775975.887997,570866787.4470239
2035_tot,Distribution,42780972315.08492,0.0
2035_tot,Energy production,380297219329.30817,599430592716.1492
2035_tot,Storage,44031016328.02415,0.0
2035_tot,Transmission,13178068378.850357,538371785.8388405
2040_tot,Distribution,47779081621.308426,0.0
2040_tot,Energy production,436663163850.139,515806653865.0529
2040_tot,Storage,45668795610.737526,0.0
2040_tot,Transmission,14549175006.876116,533324710.50613624
2045_tot,Distribution,52675689588.74509,0.0
2045_tot,Energy production,513827914628.8019,419132610753.2116
2045_tot,Storage,48245166957.27883,0.0
2045_tot,Transmission,16690052234.071054,1031875029.8316445
2050_tot,Distribution,56092687104.53258,0.0
2050_tot,Energy production,587782043815.7412,358663063823.3652
2050_tot,Storage,49697580898.43279,0.0
2050_tot,Transmission,20901286207.31502,3516139735.9242086
2030_eu27,Distribution,33411545213.144707,0.0
2030_eu27,Energy production,279376480850.8147,297866860884.4642
2030_eu27,Storage,30067493945.904182,0.0
2035_eu27,Distribution,34807699706.824165,0.0
2035_eu27,Energy production,308201462590.61066,296845778576.1577
2035_eu27,Storage,30619788244.73152,0.0
2040_eu27,Distribution,38517850283.99808,0.0
2040_eu27,Energy production,346004474086.1161,270876875300.918
2040_eu27,Storage,32842823283.33934,0.0
2045_eu27,Distribution,42675214516.815994,0.0
2045_eu27,Energy production,410847083564.73724,228699702955.36612
2045_eu27,Storage,34316654400.075703,0.0
2050_eu27,Distribution,45628445162.76694,0.0
2050_eu27,Energy production,467211454908.061,216321726914.33252
2050_eu27,Storage,35691189281.230995,0.0
2030_be,Distribution,1182266051.7962139,0.0
2030_be,Energy production,7546445782.797116,15409418968.796171
2030_be,Storage,497789659.30464935,0.0
2035_be,Distribution,1311336907.270941,0.0
2035_be,Energy production,7654314975.004366,15462147210.347445
2035_be,Storage,498565473.9689011,0.0
2040_be,Distribution,1483914610.705466,0.0
2040_be,Energy production,7295217685.766001,14317035835.154045
2040_be,Storage,500408313.6547838,0.0
2045_be,Distribution,1720863471.6092455,0.0
2045_be,Energy production,8619675037.260956,12514641106.339552
2045_be,Storage,502604687.04323274,0.0
2050_be,Distribution,1877085666.9010856,0.0
2050_be,Energy production,9139669915.322771,11817706183.842897
2050_be,Storage,525007015.4399713,0.0
2030_fl,Distribution,710104266.8969245,0.0
2030_fl,Energy production,5122481911.344969,11506281063.880157
2030_fl,Storage,176812804.98095825,0.0
2035_fl,Distribution,787568540.6810576,0.0
2035_fl,Energy production,5229782661.109408,11573695227.782768
2035_fl,Storage,177110473.79649186,0.0
2040_fl,Distribution,893257739.6632732,0.0
2040_fl,Energy production,5034712693.923814,10857522287.985695
2040_fl,Storage,178362798.3883506,0.0
2045_fl,Distribution,1025454713.6721556,0.0
