snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
carrier,Centralized heat,Coal,Oil,Methanol,Oil,Electricity,Methanol,Oil,Electricity,Hydrogen,Decentralized heat,Ammonia,Oil,Solid biomass,Methane,Methane,Methane,Methane,CO2 captured,Electricity,CO2 captured,Hydrogen,Electricity,Electricity,Electricity,Hydrogen,Electricity,Electricity,Hydrogen,Oil,Methane,Methanol,Centralized heat,Decentralized heat,Oil,Solid biomass,Electricity,Electricity,Solid biomass,Ammonia,Centralized heat,Methane,Hydrogen,Methane,Electricity,Decentralized heat,Oil,lignite,Coal
sector,Industry,Industry,Industry,Industry,Aviation,Industry,Shipping,Shipping,Agriculture,Industry,Agriculture,Industry,Agriculture,Industry,Industry CC,Industry,Hydrogen production CC,Hydrogen production,CO2 sequestration,Residual electricity consumption,Methanol production,Methanol production,Methanol production,Compression losses,Decentral heat production,Ammonia production,Ammonia production,Hydrogen production,Transport,Transport,Storage,Storage,Residential / Services heat consumption,Residential / Services heat consumption,Storage,Central CHP production,Hydroelectricity,Transport,Decentral heat production,Storage,Storage charging,Decentral heat production,Storage ,Power supply,Battery charging,Storage charging,Decentral heat production,Power supply,Power supply
2040-01-01 00:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908056596632,54.68588584370788,7.43452922786594,110.30259576884576,26.461323937612935,20.943992908930767,145.52677870537065,20.7573310148737,95.2493847559716,22.67744178206634,0.1957770311103147,99.48982547091866,13.901455562859017,2.9935823412530778,81.62723129581899,6.347815810377178,23.3609406509046,6.505943776451755,8.299944895267487,84.6829268952445,363.5268164859244,137.91309392261505,56.48968734391661,6.082932696911989,77.72338650852728,31.242122237910028,4.731761187140262,8.606108980183727,182.20297930193033,33.76171767717588,24.857800188389387,0.1950067911437493,13.176074204891222,2.5344861994231e-05,6.321509877551091e-07,1.841334364761073e-05
2040-01-01 03:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908057065755,54.68588606966454,7.434529024502322,110.34334089161332,26.48823497367224,20.946377633432117,111.0974639135748,20.755147412265615,95.23936483554816,22.67505619015259,0.1448752127913846,158.10030018501178,13.734570633514943,2.9576448255557697,81.41823332395455,29.92991695268828,110.14670786061772,,8.291140391588211,136.06584504354782,584.2693193015032,0.0,95.31397321146632,0.0,47.58116661321471,39.11861875383066,4.586441025299238,0.6084613511713918,284.1716819331245,12.165761130061156,22.73010538624886,0.11746990771527491,0.0728763261906108,53.93504322319232,6.498733158234242e-07,1.9236322455545802e-05
2040-01-01 06:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908056897749,54.68588632954192,7.434528790616247,110.42246029140114,26.49676033694536,20.946394887350085,111.72604918204428,20.755135088794052,95.23930828670365,22.67504272672568,0.151074294941,163.99459172664615,13.168974645649438,2.835847640081075,81.1312825147744,64.77893557162533,238.39646809611696,,8.291090701818467,142.80472778896973,616.5069691179588,,102.79236966738942,4.510380935423568,56.389280392991694,39.153122068864384,4.093932213660184,0.4464142648942827,311.2453163268363,,1.94963934853741,2.1152778513650343,2.857032568823349e-05,63.0304068249532,6.069865925887832e-07,1.9021913692376702e-05
2040-01-01 09:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908056513811,54.68588661998579,7.434528529215646,110.42245911056254,26.498583540995124,20.944185081482026,141.1766469496965,20.757343943860786,95.24944408335163,22.677455907020637,0.1992975561918807,171.58644561684065,12.61744934501666,2.717080479817677,81.36406213376728,53.22029744703048,195.858898119185,,8.299997025966645,126.72563954183488,546.7747852393511,,81.25794110535847,12.67272015268346,156.76550466689105,38.39567977077952,3.6136770144647743,0.5441100794402312,262.29270046623867,0.0,3.52469858984857e-05,35.047705521375576,4.312122824348096e-05,28.020266755134976,5.496663078930822e-07,1.7911081095658233e-05
2040-01-01 12:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908056422323,54.68588685286272,7.434528319622668,110.42245977702572,26.49873809500036,20.944193351890387,148.57016761478343,20.67694682610837,94.88052497729775,22.58962183259316,0.1948624989033329,161.8450807380697,12.59655811317858,2.712581697482639,81.5134658284844,61.31490697704288,225.648308913602,0.0,7.97582780814171,121.66278229489006,524.3991128138083,,79.2323815604381,8.252784146608901,116.74631642246212,38.42122440798851,3.5954853196829646,1.1898448045691177,248.68767300203305,0.0,4.4677897363696384e-05,25.727048748987265,0.0002865748786388,21.534245667376982,6.017417803478359e-07,1.8559667435665387e-05
2040-01-01 15:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908056746504,54.68588701015652,7.434528178064742,110.4224613154428,26.49632161715684,20.946406537277856,167.74688025942524,20.75496293469843,95.23851832138104,22.6748546478981,0.1481296503638014,132.01873572152266,12.762428065311257,2.7483006448549916,81.41815865937815,69.57388303768818,256.042613876589,,8.290396559476852,129.22673049583685,556.8633333363575,,96.2827563367584,0.0,34.93501157534855,38.59243230345508,3.7399203683890376,0.6606863056098743,284.26078830923376,,31.497472589007042,0.00010005041184937922,0.0007218871440415,50.088293271424696,6.627676300972049e-07,1.9571910328103774e-05
2040-01-01 18:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908058276818,54.685887133242424,7.43452806728723,110.42245200935014,26.426420439044104,20.94639020778212,172.3791363858398,20.478156455032902,93.96833349532056,22.372442800102466,0.14422787797563918,129.98799814192535,12.246808368096756,2.637265508037554,78.91744700261059,33.535538363413245,123.4159504317934,,7.174285152673722,128.09232536150628,553.3945369140997,0.0,95.31941938485576,,28.059656664655975,38.34131979106409,3.2909325254031865,0.3480631840597137,289.46758830436363,7.702288185421124,33.92250063879914,0.00010239309482357206,3.246065961748504e-05,47.33858770961589,6.670227059450258e-07,1.981454341896847e-05
2040-01-01 21:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908060504667,54.68588724695634,7.434527964940251,110.42244752561172,26.35773887599419,20.94638974032956,161.62953418916422,20.427548261031205,93.73610713930113,22.31715320760396,0.1382462000112034,95.47507385242923,12.0483024091071,2.5945186222328327,74.41621926046652,13.264907135399824,48.81690294529199,0.0,6.970227853775024,89.99354148390341,388.8905297319762,112.00346320331096,69.8260923255254,,46.562698782854994,31.66883182762335,3.1180784452173103,3.785820756330095,194.15075491901774,24.152992670412388,28.32972243663592,0.00019685011910831773,0.3296853281200046,0.6752779989827025,6.650488393925161e-07,1.9867629506064044e-05
