country,sector,2030,2035,2040,2045,2050
CZ,Biomass CHP,1.3756150876561797,1.3756172353692893,1.375619539557807,1.5094931313057,1.5094934664935902
CZ,Biomass CHP CC,1.917594963975624e-07,2.695809538543045e-07,3.478291413253615e-07,4.843757889358456e-07,0.1476411425550444
CZ,Coal/Lignite,0.1032804542298292,0.1032807646273052,0.1032810965197801,0.0645513652628745,1.7265365461321625e-06
CZ,Fuel Cell,3.126283796088592e-07,4.4676791928962867e-07,5.867766878494996e-07,6.610777811539434e-07,7.531423226337644e-07
CZ,Gas,2.8573470616522307e-06,4.109975353565037e-06,5.504153820519903e-06,6.198033056920776e-06,7.0315002144352535e-06
CZ,Gas CC,1.1073823647573946e-06,1.5795013899804285e-06,2.077107939711541e-06,2.3404542820790344e-06,2.6639148935169583e-06
CZ,Gas CHP,1.3006853636547269e-06,1.8988166520334351e-06,2.630649141549788e-06,2.939584519846836e-06,3.304289332294112e-06
CZ,Gas CHP CC,6.530824253607221e-07,8.991863439124084e-07,1.1760372548586651e-06,1.404227493649331e-06,1.6366723896494742e-06
CZ,Hydrogen turbines,1.3632308275521662e-06,1.9892549226246257e-06,2.695293926324889e-06,3.0420019548742464e-06,3.5909238658916867e-06
CZ,Micro gas CHP,1.0620544975391495e-07,1.5256342200697977e-07,2.0045742270744798e-07,2.2245812499971293e-07,2.479395917406364e-07
CZ,Nuclear,4.047198025604197,4.617200525916799,5.187203020312536,5.187203440999221,5.187204345534079
CZ,Oil,1.0193185312513813e-06,1.4958085291767748e-06,2.040878554066207e-06,2.259104364636832e-06,2.487463300000381e-06
CZ,Onwind,0.3394286371465042,0.3394312406976374,0.3174350040504934,0.1264391597401757,7.680307492092981
CZ,Solar,2.505722698640114,5.360267098081693,11.107855389510451,22.014291357427627,23.237423188597862
DE,Battery,9.993740707195424e-06,1.589185597803896e-05,2.59611559477348e-05,3.7236662040424754e-05,5.35627429734124
DE,Biomass CHP,7.083469634312617,6.854478725596468,6.038434063028912,7.529761852731386,7.52976804576304
DE,Biomass CHP CC,1.907247784121838e-07,2.698820963394981e-07,3.490076021578626e-07,4.738967761643771e-07,0.2208127875659172
DE,Coal/Lignite,21.924092283952767,21.011375007442066,5.130471145340471,2.9943433621168567,2.994343517497392
DE,Fuel Cell,3.283255770166197e-07,4.675518541390584e-07,6.139405268391545e-07,6.979243875466637e-07,8.171387557415449e-07
DE,Gas,22.547502219427297,22.384303566561,19.03927609239085,14.650856962423074,2.8370479789196725
DE,Gas CC,1.185676275457188e-06,1.6831092588201491e-06,2.204120255037816e-06,2.496820365529843e-06,2.85090395611718e-06
DE,Gas CHP,1.323906927051293e-06,1.9786765461137396e-06,2.9025223204778687e-06,3.3267448806965643e-06,4.113994827832001e-06
DE,Gas CHP CC,7.357151531106269e-07,1.019114413262568e-06,1.3633737615654211e-06,1.3072257705157195,1.436162278977891
DE,Hydroelectricity,10.66432335,10.66432335,10.66432335,10.66432335,10.66432335
DE,Hydrogen turbines,1.4183147398632964e-06,2.0772903379604744e-06,2.81019973713024e-06,3.207095942682854e-06,3.925430302170518e-06
DE,Micro gas CHP,1.0626450447713136e-07,1.546008670770292e-07,2.030386657698705e-07,2.2533812253846059e-07,2.511144011649181e-07
DE,Nuclear,9.590588075265822e-07,1.3462294654690495e-06,1.9533766083044733e-06,2.3116593196700604e-06,3.0437288079888544e-06
DE,Offwind,68.8457665787329,71.35768188049356,75.33630634515087,78.96322153486577,75.76022162403807
DE,Oil,0.8209010264515714,0.6134015070289099,0.5161020596803424,0.5161022783749027,0.359002507026036
DE,Onwind,54.95702378983177,54.95703716328341,42.80405993408513,65.9009107011088,84.8583123646793
DE,Solar,81.73712282316288,103.25741046319573,155.31855424816496,201.12892654065615,239.8192986440424
DK,Battery,1.919718266432526e-05,3.0940603079142606e-05,5.078933237309654e-05,6.167285383947996e-05,8.453682293136889e-05
DK,Biomass CHP,0.8140668650314039,0.9568010157393187,0.956802422723405,0.9568032661898178,0.9568042443093872
DK,Biomass CHP CC,3.636398918345898e-07,5.210604238833751e-07,6.742090874046786e-07,8.161603207786315e-07,1.0748925939512786e-06
DK,Coal/Lignite,0.0479422624734946,0.0479428680303833,0.0479435200584985,0.0479438032860545,3.3841926026366865e-06
DK,Fuel Cell,5.781000251281981e-07,8.236003528485985e-07,1.0889004406636029e-06,1.2184192182413928e-06,1.374443104873121e-06
DK,Gas,0.8402048143974687,0.8402069496964653,0.3400094432107338,0.3400105558724045,1.1849905666681811e-05
DK,Gas CC,2.016111437554157e-06,2.8866494219222106e-06,3.833089294973986e-06,4.308680986458229e-06,4.863794999876935e-06
DK,Gas CHP,2.336569115353652e-06,3.371482180581965e-06,4.621503517383175e-06,5.159613139646498e-06,5.810352209617652e-06
DK,Gas CHP CC,1.0629421483892392e-06,1.487513025195809e-06,1.953078255929983e-06,2.2097394130773747e-06,2.504837028726562e-06
DK,Hydrogen turbines,2.6562317952471764e-06,3.876537349420266e-06,5.278692141547066e-06,5.9240621219934e-06,6.810522013414314e-06
DK,Micro gas CHP,2.0588464675764678e-07,2.915641068276877e-07,3.8294980266675474e-07,4.252832506793945e-07,4.734308666837295e-07
DK,Nuclear,1.3965297347634695e-06,1.8946120178781929e-06,2.664595756190932e-06,3.0139497345098256e-06,3.5130156400360972e-06
DK,Offwind,8.251006431072549,17.750804646655723,27.25100018479379,27.25100005586975,27.251000001217808
DK,Oil,2.0297890276998395e-06,2.981727297182631e-06,4.0723339703250524e-06,4.5086590146503454e-06,4.9651380355499015e-06
DK,Onwind,18.13935640807902,18.139365788294956,23.271406067298106,35.43783234630039,49.98869036561706
DK,Solar,3.522016739828674,3.522028619389239,5.521464839939382,9.645980126148537,11.429973079316952
EE,Battery,9.33850628172392e-06,1.5054635451754394e-05,2.4684126415174437e-05,2.8912017723862753e-05,2.511330270495675e-05
EE,Biomass CHP,0.3103446933972597,0.3103454511382626,0.3103459663447424,0.3103461959002064,0.3103464216472627
EE,Biomass CHP CC,1.91525066550688e-07,2.698783624504957e-07,3.4779995681142594e-07,4.499216144017662e-07,7.521554524273644e-07
EE,Coal/Lignite,7.763498697076375e-07,1.081907139216581e-06,1.4054752821492348e-06,1.545445134965216e-06,1.6955928352365658e-06
EE,Fuel Cell,2.976155516366476e-07,4.274176694148747e-07,5.58577529673464e-07,6.203700916747123e-07,6.992206592793572e-07
EE,Gas,2.7864759808053018e-06,3.980031907839429e-06,5.2077942492812e-06,5.7189294832305775e-06,6.351213848155412e-06
EE,Gas CC,1.1046726378215442e-06,1.5739217917369346e-06,2.0486742368735537e-06,2.2728833213725613e-06,2.54995453881033e-06
EE,Gas CHP,1.2117167030487848e-06,1.775354842583887e-06,2.3731591507708413e-06,2.6150024894323777e-06,2.923382298490258e-06
EE,Gas CHP CC,5.552163112567016e-07,7.938648622923472e-07,1.021310381353788e-06,1.13565367413815e-06,1.297091189905929e-06
EE,Hydrogen turbines,1.3654909845835708e-06,1.984071461821783e-06,2.6733688346227555e-06,2.970653598960838e-06,3.3808705082233476e-06
EE,Micro gas CHP,1.0637640826364929e-07,1.5211325942646965e-07,1.981461925697809e-07,2.191110030573741e-07,2.435328237928555e-07
EE,Nuclear,7.712658032653831e-07,1.0545310250621337e-06,1.445558802401704e-06,1.6213715808643322e-06,1.9062187158997092e-06
EE,Offwind,1.1565486678736962e-05,1.7500000262011746,3.5000000544473804,3.5000016487504304,5.027657422952169
EE,Oil,1.018037106911106e-06,1.4936402015207864e-06,2.0369743111633645e-06,2.2548279443044323e-06,2.4830064831587095e-06
EE,Onwind,0.4298039417580011,0.429805085698212,0.3988064605180252,0.321807485889489,0.1118098552712432
EE,Solar,0.6835073665825842,0.6835244981501358,1.6977174157322314,2.9137702417675646,3.003907126704569
ES,Battery,2.85955745467361,3.9078122667313626,16.640521073740555,20.845180640876713,24.75579304990183
ES,Biomass CHP,1.0018052283938748,1.2290642322440564,1.5267188739597086,1.526719749777088,1.5267204439498532
ES,Biomass CHP CC,3.764895929055974e-07,5.357385387607811e-07,6.882762369681085e-07,8.440912187877691e-07,1.040482453554754e-06
ES,Coal/Lignite,1.4525166981692137,0.9094964505351756,0.8444971092263747,0.8444973928943426,0.844497693323937
ES,Fuel Cell,5.766214365225566e-07,8.367163277666779e-07,1.1102038388005784e-06,1.2480914059216811e-06,1.4150791267779264e-06
ES,Gas,23.432537836420767,23.43254044430597,23.43254305438902,9.149432106287996,0.1120132236582412
ES,Gas CC,2.2560363437277164e-06,3.2258456874075706e-06,4.193779116018271e-06,4.646816547173913e-06,5.138572953870118e-06
ES,Gas CHP,2.3286340584962297e-06,3.531143842909885e-06,4.850141788123676e-06,5.3473594912668725e-06,5.899680768675639e-06
ES,Gas CHP CC,1.0246553434384586e-06,1.5140057905261547e-06,2.0177517987582527e-06,2.3938433060385985e-06,2.726127752834513e-06
ES,Hydroelectricity,24.123595247500003,24.123595247500003,24.123595247500003,24.123595247500003,24.123595247500003
ES,Hydrogen turbines,2.7540875730226274e-06,4.046714200293919e-06,5.448438101905474e-06,6.058496873239304e-06,6.7607204380953905e-06
ES,Micro gas CHP,2.053234424601304e-07,2.9687844052359437e-07,3.902766204212005e-07,4.322274184647276e-07,4.799289419559624e-07
ES,Nuclear,5.100360117483404,2.550180046022528,0.5014812807721624,0.501481858625602,0.5014824917120401
ES,Offwind,2.8000008805778855,5.093471579222727,5.093477340274805,5.269474276036428,5.26948100531766
ES,Oil,0.4669730336353369,0.2717739876067545,0.2309450765624378,0.1359445125693922,0.135944968780288
ES,Onwind,28.84777744816673,28.84778390067305,21.1358067939199,20.07403663255103,23.162422871816904
ES,Solar,82.43173615984068,95.50268773373922,132.9067827129136,149.32902474409678,162.62382489839243
FI,Battery,9.9508722659423e-06,1.5866404015896e-05,2.5497692927937797e-05,2.974787823450468e-05,2.4444946017680152e-05
FI,Biomass CHP,0.2600015409621534,0.3354673913453895,0.4744890015357854,0.4744891419365332,0.4744892770776361
FI,Biomass CHP CC,1.795224103618806e-07,2.57366949389997e-07,3.358211719372124e-07,3.837541496190402e-07,4.255521661456506e-07
FI,Coal/Lignite,7.741326258217638e-07,1.0777906534497702e-06,1.4013039649450495e-06,1.541797336731039e-06,1.6910753242979983e-06
FI,Fuel Cell,2.967905197075507e-07,4.229373630772322e-07,5.571240659055573e-07,6.218615608477813e-07,6.967548315986413e-07
FI,Gas,1.4858024903463978,0.3274036189017521,0.1274048120180843,0.127405301013629,0.1274058228882243
FI,Gas CC,1.0584824085282545e-06,1.517056803612695e-06,1.9860959161161942e-06,2.20545232064994e-06,2.4453433408301624e-06
FI,Gas CHP,1.1713581712584523e-06,1.7236424300298931e-06,2.3332075101199707e-06,2.577894199335535e-06,2.843394264394043e-06
FI,Gas CHP CC,5.65390603526966e-07,8.045368264433245e-07,1.0548346670295957e-06,1.221995218837538e-06,1.3601374097539925e-06
FI,Hydroelectricity,2.74763,2.74763,2.74763,2.74763,2.74763
FI,Hydrogen turbines,1.3454632707389497e-06,1.9788533492281025e-06,2.6688944762830727e-06,2.9685783054602364e-06,3.305164736893803e-06
FI,Micro gas CHP,1.0424032945562183e-07,1.4920487643404482e-07,1.957185153386327e-07,2.1676513342267725e-07,2.408771978971638e-07
FI,Nuclear,4.394000009180102,4.394000279958966,4.394000658609712,4.394000028474703,4.394000225285056
FI,Offwind,1.000000238288765,2.9500004201893195,4.90000028593412,13.39029989107528,34.0403177817133
FI,Oil,1.0146595389850675e-06,1.4902830251006558e-06,2.033878734048847e-06,2.2515960624119156e-06,2.4794473982862155e-06
FI,Onwind,6.849007070112686,6.849009280387359,6.805013861120493,6.7163159958404535,5.914019073210654
FI,Solar,0.8830138051486849,0.8830233714479718,3.684485671380575,9.431577396808096,9.431584421907845
FL,Battery,8.901530018850267e-06,1.4380962071233553e-05,2.4390438376986867e-05,0.0001225418602799,0.1620903954811002
FL,Biomass CHP,0.2680079135497043,0.2635457750671696,0.27461049165668,0.2746106528573849,0.2746108640695556
FL,Biomass CHP CC,1.848007885333952e-07,2.627686785207547e-07,3.4135610223578e-07,3.830280611282109e-07,4.370132322962773e-07
FL,Coal/Lignite,7.346098344599943e-07,1.037292685138746e-06,1.3770845726785503e-06,1.520775276994776e-06,1.6734944790529516e-06
FL,Fuel Cell,3.076154986525778e-07,4.406703170346432e-07,5.897580859880588e-07,6.702585174925432e-07,7.735350666604219e-07
FL,Gas,2.855302890939303,2.2305041554683096,1.0372059307276071,1.037206868082075,0.6510077696480772
FL,Gas CC,1.0786102889932624e-06,1.5626200672246244e-06,2.115844831563742e-06,2.4024609090050604e-06,2.730583180305626e-06
FL,Gas CHP,1.3351110468852398e-06,1.9822178100200656e-06,3.2876245518114617e-06,3.83689252907478e-06,4.604621324651221e-06
FL,Gas CHP CC,6.600621449275919e-07,9.292899506767492e-07,1.299538842499846e-06,0.9138743067703043,0.9138750462633418
FL,Hydrogen turbines,1.3184528567101813e-06,1.939613748888738e-06,2.716934504715223e-06,3.1200725007049607e-06,3.723274286531778e-06
FL,Micro gas CHP,1.0509159356944817e-07,1.528779276170589e-07,2.00922414757093e-07,2.2305046407119655e-07,2.4824753075540373e-07
FL,Nuclear,1.0468876098883195,1.0468879323796862,0.0208884709283783,0.0208888835191912,0.0208892375723986
FL,Offwind,7.999999733002611,7.9999999912369315,7.99999999138973,7.999999936104124,7.99999998562243
FL,Oil,9.716324684130376e-07,1.4304776945808292e-06,1.9930989063647913e-06,2.2025476030877218e-06,2.4186869589159058e-06
FL,Onwind,2.6545880297722255,2.6545937037009413,2.7005846519949124,2.483219424496085,2.184530284173001
FL,Solar,4.349415276184603,5.499517547634977,13.537556833954309,16.652172898345047,16.652188457706057
FR,Battery,1.0690337159174814e-05,1.7004906277684505e-05,2.740595556027605e-05,3.208170722042687e-05,2.669593061924668e-05
FR,Biomass CHP,4.839344788884277,5.310138321333763,5.791675478043077,5.7314106173627355,5.731411581730941
FR,Biomass CHP CC,1.9226658596663626e-07,2.7328913098840936e-07,3.5358065322613737e-07,4.98593215259107e-07,0.1476934624469193
FR,Coal/Lignite,7.850664409278282e-07,1.0916188137880526e-06,1.4170455283104517e-06,1.5572553746480552e-06,1.707057124427973e-06
FR,Fuel Cell,2.9959906437874925e-07,4.303125018587211e-07,5.664807310098946e-07,6.305062973404346e-07,7.105801311345404e-07
FR,Gas,6.116002787730873,6.116004021175837,5.91300526654643,5.913005762878461,4.857006309291726
FR,Gas CC,1.119356882783584e-06,1.5952163819273533e-06,2.074351783233114e-06,2.292829761905927e-06,2.534684518095255e-06
FR,Gas CHP,1.2099019521463484e-06,1.8219761134586556e-06,2.4843387027600406e-06,2.729910086156066e-06,2.9976018444543233e-06
FR,Gas CHP CC,5.692608482278939e-07,8.255567419147872e-07,1.0934771733985422e-06,1.2696532859472238e-06,1.4478299629612623e-06
FR,Hydroelectricity,19.950142143052236,19.950142143052236,19.950142143052236,19.950142143052236,19.950142143052236
FR,Hydrogen turbines,1.380966703856994e-06,2.025498435091225e-06,2.718173646592797e-06,3.016853884558423e-06,3.3574576706843302e-06
FR,Micro gas CHP,1.0440337702003657e-07,1.505824979489026e-07,1.974536688726782e-07,2.1846334736733458e-07,2.426756737045555e-07
FR,Nuclear,61.76098224979687,62.33400107415529,62.90702000355058,62.90702127523734,62.907021457367314
FR,Offwind,8.088519808039454,15.125000784329613,26.37500119654558,48.97945187613624,63.19686385613879
FR,Oil,0.2540010195436296,0.2540014979037652,2.041491379677295e-06,2.2591793322194246e-06,2.48712729405411e-06
