snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
carrier,Decentralized heat,Centralized heat,Oil,Oil,Oil,Ammonia,Methanol,Coal,Electricity,Decentralized heat,Oil,Hydrogen,Methanol,Electricity,Solid biomass,Methane,Methane,CO2 captured,Methane,Electricity,CO2 captured,Hydrogen,Electricity,Hydrogen,Electricity,Electricity,Electricity,Oil,Hydrogen,Solid biomass,Solid biomass,Centralized heat,Decentralized heat,Methane,Electricity,Ammonia,Oil,Methane,Methane,Electricity,Hydrogen,Centralized heat,Electricity,Oil,Decentralized heat
sector,Industry,Industry,Shipping,Industry,Aviation,Industry,Industry,Industry,Agriculture,Agriculture,Agriculture,Industry,Shipping,Industry,Industry,Industry CC,Industry,CO2 sequestration,Hydrogen production CC,Methanol production,Methanol production,Methanol production,Residual electricity consumption,Ammonia production,Ammonia production,Compression losses,Decentral heat production,Transport,Transport,Central CHP production,Decentral heat production,Residential / Services heat consumption,Residential / Services heat consumption,Storage,Transport,Storage,Storage,Decentral heat production,Power supply,Hydroelectricity,Storage ,Storage charging,Battery charging,Decentral heat production,Storage charging
2030-01-01 00:00:00,0.0776255707762557,15.664383561643836,45.9378054692048,105.01027397259188,83.871621355086,3.1598173515981736,0.30251141552545,61.68344520550001,5.7144931044690885,22.34338942225278,10.49743235957586,7.6255707762557075,17.11967905682658,144.263698630137,47.56163613191673,70.56403844481295,38.58140649552294,22.84803644489693,51.712822833162264,4.7344173393924525,4.333551765704156,19.885414902123273,145.52677870537065,4.273955526964741,0.9203667727432782,0.21210903659917188,93.62776641263439,47.3334242507888,0.733851538771928,81.33685422843683,37.998416041976384,69.25552310833416,420.7617497038698,76.4080402533235,54.24383419207879,0.5618180790325569,134.7644560632706,273.2606362002014,36.66643237243969,3.614834102023085,3.1691459713181764,3.986289988098446,0.0009400280324821906,8.967845016574018e-05,22.277782514306516
2030-01-01 03:00:00,0.0776255707762557,15.664383561643836,45.9378054692048,105.01027397259188,83.871621355086,3.1598173515981736,0.30251141552545,61.68344520550001,5.7144931044690885,22.34338942225278,10.49743235957586,7.6255707762557075,17.11967905682658,144.263698630137,47.56163612233262,70.5640384645299,38.58140647777769,22.855416157134897,51.71282514936448,4.726328872811097,4.326148153786839,19.85144186967556,111.0974639135748,2.924627664684911,0.6297983468099778,0.1838026887101027,127.33579041009962,223.17683739278,3.4601060060911313,113.335658888388,38.42281478854549,112.71911337656223,681.5685372397552,,44.09287456832926,0.0,0.0,441.398201970576,44.181485507756896,0.816371649147089,1.8262090055536284,0.1840266612185204,0.000828089499223088,47.33895453350978,1.1165856764820985
2030-01-01 06:00:00,0.0776255707762557,15.664383561643836,45.9378054692048,105.01027397259188,83.871621355086,3.1598173515981736,0.30251141552545,61.68344520550001,5.7144931044690885,22.34338942225278,10.49743235957586,7.6255707762557075,17.11967905682658,144.263698630137,47.561636135734894,70.56403848361899,38.5814064605975,22.862278403844073,51.71282759219085,4.718808522543813,4.319264555480382,19.81985502919364,111.72604918204428,3.754490913741525,0.8085036598469866,0.1974987163340201,132.01743352482345,483.0336814300259,7.488894285737032,114.62232456800184,38.42386052011344,117.10784537018688,720.6119898875937,,45.65987342901155,0.1094773668911148,,476.12531103011867,22.264735951986303,0.0,,0.0445849960965036,0.001171550590229557,62.7894952647418,0.0328850854832193
2030-01-01 09:00:00,0.0776255707762557,15.664383561643836,45.9378054692048,105.01027397259188,83.871621355086,3.1598173515981736,0.30251141552545,61.68344520550001,5.7144931044690885,22.34338942225278,10.49743235957586,7.6255707762557075,17.11967905682658,144.263698630137,47.56163614276814,70.5640385118995,38.58140643514504,22.860778804541784,51.7128275716484,4.720472335102421,4.320787492165994,19.826843344898716,141.1766469496965,2.8720207714134935,0.6184698160663157,0.21270444134684352,130.89907246125924,396.844992524019,6.152635543009304,106.21701927603692,38.45571199030972,103.84976882196013,637.9625023895514,,61.99917721947616,0.0,,411.5171725572648,5.224180081740415e-05,30.693840245817665,0.0,0.0351318159626328,1.5436298012461116,29.859728149442574,8.747810025277448e-05
2030-01-01 12:00:00,0.0776255707762557,15.664383561643836,45.9378054692048,105.01027397259188,83.871621355086,3.1598173515981736,0.30251141552545,61.68344520550001,5.7144931044690885,22.34338942225278,10.49743235957586,7.6255707762557075,17.11967905682658,144.263698630137,47.56163615292727,70.56403853358285,38.58140641563003,22.866343363486703,51.71282767566058,4.714376407569817,4.315207709981876,19.80123933927156,148.57016761478343,4.273946593299469,0.9203648489402284,0.22943890938895162,126.33517733769786,457.203641620748,7.088428552259294,102.6842278127542,38.45197570847672,99.85569087281128,611.3101870380646,0.0,49.62146124973128,0.5618072344185274,,392.99207786527916,2.518155253274175,17.1918167818628,0.0,0.0487912853029397,1.9873965173659585,20.7458757429568,9.869841535641998e-05
2030-01-01 15:00:00,0.0776255707762557,15.664383561643836,45.9378054692048,105.01027397259188,83.871621355086,3.1598173515981736,0.30251141552545,61.68344520550001,5.7144931044690885,22.34338942225278,10.49743235957586,7.6255707762557075,17.11967905682658,144.263698630137,47.5616361686533,70.56403854985328,38.58140640098665,22.86516331097078,51.71282770991335,4.715674991240968,4.316396341899517,19.80669362714583,167.74688025942524,2.871972545380383,0.6184594309235186,0.1578754309467809,103.18733814355376,518.787913980474,8.043223472565106,109.62574961695934,38.45571362708826,106.32387260702974,649.6074438144948,,17.995077704695586,0.0,,434.60067598048096,45.85091370866231,3.3712149553303714,,0.0299886882008139,0.00013414441380971959,49.334208406635085,8.261972589668532e-05
2030-01-01 18:00:00,0.0776255707762557,15.664383561643836,45.9378054692048,105.01027397259188,83.871621355086,3.1598173515981736,0.30251141552545,61.68344520550001,5.7144931044690885,22.34338942225278,10.49743235957586,7.6255707762557075,17.11967905682658,144.263698630137,47.561636180129206,70.56403856672512,38.58140638580201,22.8491222145514,51.71282464092421,4.733187820003189,4.332426350359804,19.88025069680866,172.3791363858398,2.9044053820276563,0.6254436180559381,0.1570370349441526,101.56813196345519,250.062684906399,3.876940851261647,109.4180844250056,38.41407846948125,104.87337309671578,645.8566076083174,,13.517516097761876,0.0,0.0,437.6059194531916,46.26031992353706,,1.395204534853402,0.4307700540714619,0.00013547604416586128,47.035971653575416,8.314534564797086e-05
2030-01-01 21:00:00,0.0776255707762557,15.664383561643836,45.9378054692048,105.01027397259188,83.871621355086,3.1598173515981736,0.30251141552545,61.68344520550001,5.7144931044690885,22.34338942225278,10.49743235957586,7.6255707762557075,17.11967905682658,144.263698630137,47.561636185989975,70.5640385844142,38.581406369881826,22.86423664177444,51.712333176814354,4.7165836092256965,4.317228026727828,19.81050998812937,161.62953418916422,2.87448901470316,0.6190013351933921,0.16224065174485902,83.95913145460605,98.9117352870553,1.5335152757687656,89.32466340422364,37.69474891384654,72.83778587017034,451.3760824538563,62.61344075943341,26.260792964109367,0.0,82.06036851453781,290.05451693883316,35.540010848352644,,3.8379292247993697,3.960107709550336,0.00014611638508634027,1.036066635626428,0.1776565908504302
2030-01-02 00:00:00,0.0776255707762557,15.664383561643836,45.9378054692048,105.01027397259188,83.871621355086,3.1598173515981736,0.30251141552545,61.68344520550001,5.7144931044690885,22.34338942225278,10.49743235957586,7.6255707762557075,17.11967905682658,144.263698630137,47.56163618830266,70.5640386025056,38.58140635359955,22.853477467835905,51.7121216882228,4.728285934357651,4.327939509916368,19.8596618845269,137.63377906937745,2.8743204045919315,0.618965026171704,0.16271841355515781,83.15382773048167,47.3698403774833,0.7344161298834752,92.63700283309622,38.163259333741536,71.02773658538197,423.8259120953692,58.63332540408979,32.536277611302815,0.0,134.51501521682738,300.94373244460775,29.667862343090178,,4.587898624937469,5.3626892044705965,0.0001495720070523017,0.079962399267434,39.59774149645704
