snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
carrier,Oil,Centralized heat,Methanol,Methanol,Electricity,Decentralized heat,Oil,Hydrogen,Electricity,Oil,Methane,CO2 emissions,Solid biomass,Electricity,Hydrogen,Electricity,CO2 captured,Hydrogen,Oil,Electricity,Decentralized heat,Centralized heat,CO2 captured,Electricity,Hydrogen,Electricity,Methane,Methane,Methane,Electricity,Electricity,Centralized heat,Decentralized heat,Methane,Solid biomass,Oil
sector,Agriculture,Industry,Industry,Shipping,Industry,Agriculture,Aviation,Industry,Agriculture,Industry,Industry CC,Industry emissions,Industry CC,Residual electricity consumption,Methanol production,Methanol production,Methanol production,Transport,Transport,Decentral heat production,Residential / Services heat consumption,Residential / Services heat consumption,CO2 sequestration,Transport,Ammonia production,Ammonia production,Central CHP production CC,Storage,Decentral heat production,Battery charging,Hydroelectricity,Storage charging,Storage charging,Power supply,Central CHP production,Decentral heat production
2050-01-01 00:00:00,0.23557372544599,0.273972602739726,4.5331050228289,9.66066737686889,8.22716894977169,0.8042242257195091,2.253583391852,0.9965753424657534,0.1702536780122392,1.5000000000016,1.022323588207033,1.027773661185002,2.9502783345735204,2.9598699239608504,0.2637906602047098,0.0628045772135038,0.0574868810599634,0.2935310198672138,0.31303133237636,5.039212162264524,7.412878061406911,3.4248574038494044,1.4349696385305804e-05,4.234503123344658,1.1209285289122184,0.2413842086380978,1.0712279376033037e-06,1.1861788358238992,1.7249249977113418e-06,0.24984911128737577,4.406470184524072e-06,0.6720605737402459,1.2342830431916203,1.3214459748622171e-06,3.091514563480507e-07,2.3679695232515637e-07
2050-01-01 03:00:00,0.23557372544599,0.273972602739726,4.5331050228289,9.66066737686889,8.22716894977169,0.8042242257195091,2.253583391852,0.9965753424657534,0.1702536780122392,1.5000000000016,1.0223235883364616,1.0277736612584616,2.950278334790448,2.340146192970142,0.2637893356451092,0.0628042618558423,0.0574865924037989,1.4638414996062878,1.561089711119,8.681786727634634,11.924603110621376,5.509122057509572,7.334458981287998e-06,1.363191154604008,1.6896006143455442,0.3638438104559849,1.6160787901708895e-06,1.1844997181157235,2.633222704015243e-06,0.09829634317835079,1.7806067682488286e-07,2.6106216360073344e-07,6.251427005133614e-07,1.425423705782572e-06,3.62126068599827e-07,2.905083218558334e-07
2050-01-01 06:00:00,0.23557372544599,0.273972602739726,4.5331050228289,9.66066737686889,8.22716894977169,0.8042242257195091,2.253583391852,0.9965753424657534,0.1702536780122392,1.5000000000016,1.0223235883929491,1.0277736613162185,2.9502783349693216,2.299687979988593,0.2637876058420807,0.0628038500158333,0.0574862154344972,3.1036356200414,3.3098212031907996,10.215482742423795,12.323790917728292,5.6935333540739315,4.490367121524441e-06,0.0570227756955464,1.5567448701013789,0.3352342444932697,1.8401509855764031e-06,1.1177220770277272,0.06665665133873651,3.8457804514418336e-06,5.673570493820589e-08,2.192067071298889e-07,5.528631432094823e-07,1.4631064272246447e-06,3.777539128541887e-07,3.212082566535428e-07
2050-01-01 09:00:00,0.23557372544599,0.273972602739726,4.5331050228289,9.66066737686889,8.22716894977169,0.8042242257195091,2.253583391852,0.9965753424657534,0.1702536780122392,1.5000000000016,1.0223235884830937,1.0277736613026391,2.9502783349387105,2.8495359563595635,0.2637865329961111,0.0628035945873906,0.0574859816333133,2.5550198168146503,2.7247588955497,8.884606130087839,10.90670594632146,5.038887947060493,3.436781914398759e-06,2.9638322671805466,0.6848143503827938,0.1474700355709377,2.1596828226961353e-06,1.1843849810233202,2.4127012814169673e-06,3.986119504629607e-06,0.0,2.1282953224716178e-07,1.0688625562653197e-06,1.56430001171797e-06,3.8901400398157225e-07,2.863625395400874e-07
2050-01-01 12:00:00,0.23557372544599,0.273972602739726,4.5331050228289,9.66066737686889,8.22716894977169,0.8042242257195091,2.253583391852,0.9965753424657534,0.1702536780122392,1.5000000000016,1.022323588544532,1.027773661189137,2.9502783346171535,2.913544779351474,0.2637877496063266,0.0628038842439318,0.0574862467644848,3.0100132035184384,3.209979115645301,8.134703975520878,10.454693477296727,4.830073450623581,2.8727972231585417e-06,5.193965887822371,1.0208974547496306,0.2198432084287562,1.831723868665184e-06,1.1856278448953614,2.4108752072713746e-06,6.3688901402192e-06,8.531077172940886e-08,2.212664184202393e-07,1.081402436601545e-06,1.4550931586979145e-06,3.773510353904783e-07,2.8688760630190784e-07
2050-01-01 15:00:00,0.23557372544599,0.273972602739726,4.5331050228289,9.66066737686889,8.22716894977169,0.8042242257195091,2.253583391852,0.9965753424657534,0.1702536780122392,1.5000000000016,1.0223235883495985,1.0277736605960497,2.950278332881617,3.197667795474551,0.2637872828564387,0.0628037731178239,0.0574861450474821,3.439214973983271,3.667694290436,9.337082879559574,11.081432870306848,5.119605897921064,2.5192531063987515e-06,0.0114540657959551,1.3260878987554428,0.2855638604686702,1.9361841224824954e-06,1.1872728397200705,2.408186383602818e-06,5.1338626141948856e-06,2.7995823981887178e-08,2.287131878303451e-07,1.1684046830257026e-06,1.496388330813116e-06,3.8099799166985515e-07,2.86000994656867e-07
2050-01-01 18:00:00,0.23557372544599,0.273972602739726,4.5331050228289,9.66066737686889,8.22716894977169,0.8042242257195091,2.253583391852,0.9965753424657534,0.1702536780122392,1.5000000000016,1.0223235882872903,1.0277736601007126,2.9502783314354453,3.3053704467300733,0.2637880647175581,0.0628039592671629,0.05748631543546,1.582899544592076,1.6880572066454,8.870863180592384,10.964001966259836,5.065356793144957,2.2761401778172983e-06,0.3071815482580929,2.176601348334538,0.4687160514133849,1.8070769811428352e-06,1.1897275130400706,2.385340852791676e-06,7.020158895331992e-06,1.934240565727224e-07,2.471603075860282e-07,1.3104144681789655e-06,1.4574328124429517e-06,3.741052763935222e-07,2.852685483750015e-07
2050-01-01 21:00:00,0.23557372544599,0.273972602739726,4.5331050228289,9.66066737686889,8.22716894977169,0.8042242257195091,2.253583391852,0.9965753424657534,0.1702536780122392,1.5000000000016,1.0223235882332584,1.0277736595023448,2.9502783296894464,3.550922618873349,0.2637897870907841,0.062804369338248,0.0574866907856134,0.6278075812165171,0.6695150778714001,5.285616113890241,7.715269125529175,3.564551884471279,2.101889845142737e-06,3.6468755280428833,0.871070447751535,0.1875789983707371,1.5134394881958786e-06,1.1933281776227462,2.0945005186230656e-06,1.3763750601122805e-05,5.283407564640177e-07,3.636997137400476e-07,0.3676780459715746,1.4167331598055237e-06,3.4958875464829634e-07,2.63242504629681e-07
