countries,carrier,2030,2030_std,2035,2035_std,2040,2040_std,2045,2045_std,2050,2050_std
AL,gas,28.78437105068761,1.4812509938603584,28.39562685774028,1.1256579637162103,28.220303112580705,1.0839106997411752,27.758282542283947,0.2621464852191773,27.724100162420175,0.2722760199687788
AT,gas,29.35837251226732,1.0973125400617609e-07,28.59590215811802,9.625239806851509e-08,28.00459706740528,6.85496388546602e-08,26.61369621606357,1.053602210862729e-07,26.37388748053753,5.4955849616286694e-08
BA,gas,29.28659522722187,1.4322248450370996,28.440663491039803,0.3520313842519359,28.179021738860236,0.0441368293098609,28.075591270985065,0.080827031547735,27.846789210404957,0.1015787779649559
BG,gas,24.99999857152976,1.8957740321621613e-07,24.999997312467375,2.2326276100577254e-07,24.99999775437392,1.1230344379151545e-07,24.999996024775605,1.1000749628269846e-07,24.999991686325636,4.4216978798775235e-08
BX,gas,26.27961429392553,0.0163707937434298,26.277572232324907,0.0196662274102388,26.277707923434225,0.0293082016952711,26.27653963321712,0.0351833739423561,26.276421741141185,0.0384990405741331
CH,gas,30.115818068084614,1.6236635158640995,29.415348647492667,1.4462231907802168,28.646649807630396,1.466591608346974,27.898496516481497,1.4634596227320529,27.65942063453601,1.255563988878949
CZ,gas,27.10375585470797,1.1763234665664973e-07,26.948418806027043,1.585099861814029e-07,26.67493011987355,2.0682908603118537e-07,26.71141204392165,4.1055188715374864e-08,26.687902134987016,3.5878890350280415e-08
DE,gas,24.999999978512264,1.5558431803700887e-08,24.99999996067177,2.2997437727235457e-08,24.9999999656303,1.2343929009230302e-08,24.999999938011353,1.7524673728524284e-08,24.99999991808164,7.846161610969452e-09
DK,gas,26.29297975937961,0.1263362468751856,26.650765685793473,0.0123977068571186,25.683706722231623,2.7160222695367164e-07,25.638162368625625,1.272157924621799e-07,25.620023866382272,1.1702321936747299e-07
EE,gas,24.999983041814552,9.185257852669752e-06,24.999994127769657,1.5629750920178196e-06,24.99999543048918,1.2283928808864163e-06,24.999993685527365,1.3572530359774204e-06,22.858343959901426,1.0142637225977835
ES,gas,25.77344494755053,0.0899391151742233,25.769950371222823,0.1368648251487978,25.777667575465273,0.1181354692845704,25.739972967296033,0.1245774781204028,25.71657003172197,0.1198762546264853
FI,gas,26.09338209342403,1.5073778617721143,26.323924653213293,1.6560247331649969,25.728524999105897,1.4179423797257789,25.035767027782175,0.3511002571983282,24.999994262362772,2.2619137518631104e-06
FL,gas,24.999999848102316,1.560650196411697e-07,24.99999968906292,2.522208724512071e-07,24.999999657032298,2.686931617716509e-07,24.99999937469571,4.127782651077915e-07,24.99999882832067,7.401620792262795e-07
FR,gas,24.99999998842291,3.8408149861562434e-08,24.99999998334194,2.7614093353333247e-08,24.999999984436467,9.831802292237136e-09,24.999999920801375,1.123998969906739e-08,24.99999975248635,7.280676757429132e-09
GB,gas,25.881379598054984,9.88841121869782e-07,25.914567540071825,7.526773366345057e-07,25.9615091734396,1.33963298612148e-07,25.72525289666151,9.517597830289445e-08,25.70960105659534,2.2506437073736597e-08
GR,gas,24.999999057663693,4.2850149146227227e-07,24.999998402106097,6.616550018368592e-07,24.99999882223436,4.895616731276894e-07,24.99999840174755,5.565159805775182e-07,24.99999842637591,3.841088723713471e-07
HR,gas,27.586959726232955,1.032163579983252,27.049003695972345,0.3391327581229704,26.803941064753815,1.4482242425017711e-06,26.723839391844816,9.748052356994449e-07,26.509531836165586,3.093192471241334e-07
HU,gas,24.99999989172848,1.514368523126587e-08,24.999999695379486,2.3920462273723713e-08,24.99999982716736,6.706161396812266e-09,24.99999958294404,1.1476800526254766e-08,24.99999925150533,7.613107344259762e-09
IE,gas,24.99999959619855,8.39052186614677e-08,24.99999918406009,1.071353792212324e-07,24.999999527665636,4.3168692536495074e-08,24.999999426140977,3.7209103595712973e-08,24.99999817730981,3.5814864335313765e-08
IT,gas,24.999998740658476,1.300475368946206e-06,24.99999743938347,2.455326725007153e-06,24.99999735296646,2.3663647353265193e-06,24.999992832255792,4.423849143168553e-06,24.99998432418875,8.919255149940984e-06
LT,gas,24.9999972612549,1.1225314633193045e-06,24.99999602857684,1.3020506538530755e-06,24.999996956316675,9.116099124517822e-07,24.999996480807265,1.3101124060865457e-06,20.071741226327244,1.0554070912583304
LU,gas,27.78808728253463,0.79103540489113,27.57233910881362,0.9530892769315288,27.2763324252393,0.8200362025664654,26.992075034444177,0.7892070419576255,26.815707192253097,0.653968193443424
LV,gas,24.99999427522708,4.685752958757901e-09,24.999989512303056,4.1545425941714095e-09,24.99998443285228,1.4476777420503892e-09,24.99962532498578,1.2541766565176198e-09,20.785681104829127,3.330770019804487e-09
ME,gas,29.128718768019603,1.7083650645294102,28.463202606045613,1.201051898876188,27.846617809384785,0.5856107996180341,27.56955881303489,0.274102623176109,25.997346292674955,0.0891101752278423
MK,gas,27.093913736739545,1.1193519507858685,27.020248957812125,1.0974733294594303,26.876811887367676,1.0423370665651766,26.42756572877794,0.173161705468043,26.405284965414182,0.1838782539243483
NL,gas,24.99999994263753,1.7391132594166705e-08,24.99999988054158,1.0062531113321686e-08,24.999999849821677,4.161345363741537e-09,24.9999997064148,4.089384001637667e-09,24.999999520846337,1.7354204186698863e-09
NO,gas,24.999999928603717,1.473462865729103e-08,24.999999878464696,1.4649248686992223e-08,24.999999911336054,9.873964519455945e-09,24.99999992154892,5.760973775383798e-09,24.999997747640545,5.24943310484125e-07
PL,gas,25.0000003845443,9.163852962583904e-08,25.00000022915106,1.4775129989512386e-07,25.000000043139057,1.2715626900576652e-08,24.999999895007527,3.2385201741525984e-08,24.999999797859523,5.5185006362893475e-09
PT,gas,24.99999910982897,3.645823728213637e-07,24.99999821245311,5.219499090147039e-07,24.999998642827368,8.756589302808008e-08,24.99999649349825,6.569887841507574e-08,24.999995670766367,7.774548925381039e-08
RO,gas,24.999999421688972,2.9610137554251733e-08,24.999999104814115,2.439902349779082e-08,24.999998859711763,6.482231300450864e-10,24.99999846373588,2.0196539549366534e-09,24.999997448149426,2.2197687615746357e-10
RS,gas,30.97423327833836,1.6289045839790437,30.302099554911027,0.7780884404144977,29.678913822123864,0.0688723092327099,29.408415772805903,3.961304927871157e-06,27.475602072679855,4.85550322829714e-07
SE,gas,27.219480884556763,0.9795571245911564,26.47254119235959,2.383414052242873e-05,26.486944918437313,9.551706451338498e-05,25.00004176341098,1.6662993013861208e-06,24.99999899078538,4.083485483917698e-07
SI,gas,28.994597090800255,1.060098587022872,28.441480220064424,0.3792348007079872,28.177331604531965,0.0823070250835933,28.092573404828983,0.1127426122279303,27.877153438484395,0.1311250118484295
SK,gas,24.999999431732505,5.0838600332553295e-08,24.999999273089937,3.616041717341278e-08,24.99999938213721,1.614236060944287e-08,24.999999212041462,5.694067214068073e-09,24.999998590809017,5.374376017434198e-09
WL,gas,26.484240445353247,0.1810273676272319,26.48348332462811,0.2035846688059003,26.48003904295261,0.2113574460710166,26.44142138451728,0.2050835070636826,26.385489825608328,0.1756136992819712
AL,elec,69.33311337000364,16.720702977728703,66.90376421673118,22.66000429944837,64.56292188128657,27.342078324954915,66.82938996665959,36.36188673063963,67.37452496188337,42.58305072316932
AT,elec,67.9257463337044,16.592744192730798,66.96978603951251,21.461900748231415,66.72475578924475,26.415906462095936,73.1019497118694,38.97348129295611,74.67081479335806,48.00959565670644
BA,elec,69.69860747311857,15.993824811153573,67.7684478220988,21.130612947271576,65.83090075162043,26.22384944148817,68.88354563559346,37.01631614115921,69.16840299472028,43.7142335125989
BG,elec,68.88375138179536,16.588878414474458,66.35497161572577,22.586320951539836,63.70022840511688,27.561840720655137,66.50971552390942,35.80503419846275,66.71408321028694,41.74050354047449
BX,elec,59.25641097730682,22.09891372070936,58.97918841704068,27.702996462761135,63.56203981503698,43.60589467394939,67.53848589772231,52.928689853677206,66.11439125430608,58.2866415826078
CH,elec,62.51553320413228,21.19817550048132,61.27730895405771,25.631319541551715,61.870844240235094,27.33859087466911,65.64834113235904,35.95145197008105,67.00279321019725,41.67056091715257
CZ,elec,64.5571632262547,18.72481779037418,64.17594617827628,23.542224886296378,65.65421436265851,29.508336955079965,72.4570276551885,43.66441506967029,74.02727951709018,55.301272380051415
DE,elec,60.6170805791184,22.356582753904178,60.5174750964682,26.8659844350052,63.85353588322976,33.40299307620249,69.74127947373191,48.68931336807804,71.59277736058984,60.311301167170335
DK,elec,49.92832848082489,17.27346835903119,46.80185904496712,21.882632807891753,48.70323709196235,27.48328976637216,52.05971973108313,38.61590065318259,52.78984572596263,48.355482833032966
EE,elec,61.07584169675844,16.584513397732714,53.84205450621694,19.949925465590503,50.18089764210312,22.20043748338433,54.02991739297537,28.87540944494497,57.35647241110385,42.60301633340208
ES,elec,55.38212502284161,26.86735591386804,60.57269414452299,29.38015373333164,63.4208833210665,29.19785866000893,67.13530378284909,28.35258027018708,64.9563627520466,30.915566921755342
FI,elec,48.99282537887195,9.766631032213237,47.05889605985774,12.264033362721902,49.75095860960917,13.711292458330618,52.32795927885101,17.49634489002829,49.5271397592521,18.819334790720443
FL,elec,59.29584772707062,22.116658404261717,58.954900830801144,27.72053714073295,63.457209557506005,43.215673590860625,67.43194205859557,52.75958798008112,66.02746938440563,58.19395970375434
FR,elec,54.765683331826985,19.9208135214293,53.9213735806102,23.546808768312516,52.52013350951957,24.24593669449758,51.76997460834724,25.59872473891773,50.64506885842998,25.593641260244283
GB,elec,53.090702897309725,30.59843211899738,53.170509594403214,32.646976347173414,51.916029625126285,34.074638401179044,57.595754677544896,47.95477033284839,56.341004765551475,72.85990055210229
GR,elec,66.56850432408197,21.055036946801454,64.37596609435388,25.91547861987516,62.14186064032601,29.61741228432237,63.97118076104214,36.685892507027305,65.06295599184195,41.45509353567056
HR,elec,69.17766254253856,16.09286111790442,67.501789105611,21.127191209305877,65.90739232591358,26.30953905336743,69.74525672556841,37.95927350285801,70.00915217076772,44.67862241149789
HU,elec,67.8355955095776,16.479325710510114,66.40237416802672,21.656685084258744,65.79923669889723,27.114092044472734,70.01655471100189,38.710688385128,70.36765309373045,45.73627551310087
IE,elec,51.531798283318615,32.38431415909675,51.46581510495391,34.08014499918199,50.3331696209905,34.24769804663602,56.98578722040856,46.77386568781796,58.36987914771856,97.17051462418688
IT,elec,69.20595020409684,23.21974156550984,70.27406700286394,28.719175662086535,71.7337865034238,33.525099425838775,79.19428578097782,44.90107945270853,77.03241318521023,56.16394805968257
LT,elec,61.074786836311816,16.58548777947905,53.82509261688713,19.95405818428998,50.243819979257715,22.3235556778304,54.09715692103797,29.12979526150215,57.41643757258003,42.92112002925441
LU,elec,60.1882356131617,21.850422594502632,60.099688888495066,26.668176082662335,64.07905092693649,37.47512462852078,69.21235544601724,49.49012346457872,69.60742708533738,58.05603356156183
LV,elec,61.074786860929294,16.585487670242443,53.82509246333672,19.95405799425328,50.2438197976602,22.32355558648056,54.09715680976511,29.12979516638206,57.416437679629695,42.92111996695693
ME,elec,69.85592247814367,16.046083132637968,67.71715318240025,21.693139057433715,65.43285617102306,26.717775244196357,67.73939383668638,36.27848402430759,68.01024307517514,42.653524196480305
MK,elec,68.41674525435864,18.22525052009846,65.77942300775129,24.14208348361072,63.46529772499167,28.95962019562772,65.82456675010478,37.17409722387941,66.68323608747498,42.711089132761096
NL,elec,59.5139888428746,22.64878374970257,57.22532021729154,29.147935390930932,59.69348437076353,40.03141718881706,63.3122820056498,51.51185149764083,60.61241059587577,57.9762364711099
NO,elec,46.09722888468813,4.9211056300553055,44.23633230403756,7.058920140737891,46.226887492149785,8.941394762373099,51.292020360854046,9.846034962795796,48.97945405523973,10.88431276590854
PL,elec,64.36836324564432,20.557790563763707,62.65750334424378,24.573126522116628,62.317070742753714,31.65481375661043,66.90085918141509,46.23830356177084,69.52279201474686,57.0707982295678
PT,elec,63.65037312519634,18.743288576995155,64.39850104369532,24.90755254253321,62.83015740436226,27.50686635379763,61.250850650373934,29.84856500135597,59.10643059376815,32.1877822817833
RO,elec,69.00898456477947,16.33238886347754,66.4895343350857,22.32353655044576,64.00448668978926,27.10337974177676,66.89264078185033,35.86660429392953,67.115097871059,42.113075717362314
