snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,Methane,CO2 captured,Oil,Coal,Methane,Hydrogen,CO2 captured,CO2 emissions,Methanol,Electricity,Electricity,Centralized heat,Decentralized heat,Centralized heat,Electricity,Hydrogen,Electricity,CO2 emissions,Oil,Ammonia,Electricity,Centralized heat,Ammonia,Centralized heat,Methane,Decentralized heat,Electricity,Hydrogen,Electricity,Centralized heat,CO2 emissions,CO2 captured,Centralized heat,Electricity,Decentralized heat,Hydrogen,Methanol,Centralized heat,Decentralized heat,CO2 emissions,Decentralized heat,Centralized heat,Electricity,CO2 emissions,Decentralized heat
sector,Shipping emissions,Agriculture emissions,Aviation emissions,Industry emissions,Industry CC,Solid biomass methanation,Solid biomass methanation CC,Imports,Imports,Imports,Steam Methane Reforming CC,Hydrogen production CC,Methane production emissions,Methanol production,Nuclear,Offwind,Waste Heat,Heat Pump,Heat Pump,Onwind,Electrolysis,Hydroelectricity,Transport emissions,Storage,Haber-Bosch,Solar,Solar thermal,Storage,Storage,Storage,Biomass boiler,Battery,Ammonia Cracker,Biomass CHP,Biomass CHP,Central heat production emissions,Central heat production CC,Gas CHP CC,Gas CHP CC,Resistive heater,Storage,Storage,Resistive heater,Gas Boiler,Decentral heat production emissions,Storage,Gas Boiler,Gas,Power supply emissions,Oil Boiler
2045-03-12 03:00:00,14.56074434349785,2.698889859646953,21.56339385039261,25.848916946530366,27.41637645867077,0.1139214782692997,0.0347818791601872,286.05052544930135,14.442735348375647,252.13187420356107,49.30478927086272,12.76013742363868,1.4177951922796816,65.41859959885687,146.96374263306606,251.10576771265818,38.81950895863726,240.14606886259514,28.00277167490621,144.91340655614016,74.64154043050864,128.58647175445805,23.29693414062346,16.4146145336628,21.70527244049567,,,,5.148863616097879,190.7640188440056,45.25016198325686,10.347951004711105,0.1312686219837162,31.515218363105497,96.57999480648616,0.12386099836851937,2.353320492298286,5.5860039749504296,5.02492615641527,56.70281709229644,0.0705514164209927,0.0,1.9291741635617277,280.2606357161113,71.80844256969179,1.6103916107880294,20.552098120910927,5.593634602208695e-05,6.381306195295069e-06,38.99169807728446
2045-03-12 06:00:00,14.56074434349785,2.698889859646953,21.56339385039261,25.84891694811246,27.41637645295858,0.1139214668552893,0.0347818779722883,285.60877820203325,15.182074254885688,252.8271409011176,49.30479114168922,12.760137909741498,1.4177953260535998,62.81869282294654,146.96374220627115,232.82724903838542,38.555881298801005,241.46920942929333,28.637035711229217,136.79173982289225,74.60685943471796,109.55496761070471,50.41173322628119,157.6920299639702,21.705272127893583,142.22397896777335,0.0995114025007084,,7.031879307557043,206.03368045636464,44.20121394676855,2.177168883426402,0.1312698978969476,29.464850985276776,90.31854821102252,0.12386081557566048,2.3533189793493703,5.586000208308467,5.024922799772166,61.09337108563712,18.23921637433664,2.4370645053386686,6.006386482461301,284.76338871368114,83.92020563643068,0.6958361859806182,31.575855936854804,0.5100426664301264,0.1577871931984666,70.82618291960301
2045-03-12 09:00:00,14.56074434349785,2.698889859646953,21.56339385039261,25.848916948510837,27.41637645251788,0.1139214617372869,0.034781877749298,285.49303413349753,15.490610582332874,250.95236051656715,49.304790819598,12.760137825517338,1.4177952999333363,64.15529272458113,146.9637380931654,203.53630168889663,39.382046525303615,249.7498302194196,30.62149918150751,130.11212574818663,79.23770973711639,84.99632962866716,41.25481672296201,64.22873227643967,21.605940473953424,368.16001108467503,8.03727153834287,0.0,0.9412235540110936,162.7061169981838,39.84974499325409,3.7303711383697445e-05,0.1312689553725015,26.87590265218797,82.35256175547995,0.12386061391032213,2.3533165879070275,5.585996239765096,5.024919259730178,57.82288872513413,7.892170973394218,1.100464604139328,6.737122144351703,257.92539905235344,60.02127625815852,0.0296831801557578,12.942007730796826,0.5100376826296547,0.15778702262315242,18.659595506928635
2045-03-12 12:00:00,14.56074434349785,2.698889859646953,21.56339385039261,25.848916948449293,27.416376453594342,0.113921463932021,0.0347818779773013,285.5727479100551,15.470723191458722,250.3929520792253,49.30479121556438,12.76013792837194,1.4177953299611512,48.47993986677875,146.87694730805586,192.37699209667534,36.81759468813568,255.03982353491372,31.50947546480406,132.93773815745405,73.47636141619347,93.67386374827348,47.53299638833991,75.76793238687516,21.605935842434608,320.7793994849082,10.171958651053732,0.0,0.1820132964408612,149.1975840572045,38.769107668090754,4.599926018074836e-05,0.1312692286219473,25.89273691173383,79.34083872981668,0.12386106896955602,2.35331704540347,5.585997367728083,5.024920266809634,52.91742447660568,0.6981015411354097,16.77581746172905,6.576837087306259,244.00526344388268,53.54726979741359,7.808474640270118e-06,11.049049709038991,1.7256279244583839,0.5338601143822082,7.139326119548677
2045-03-12 15:00:00,14.56074434349785,2.698889859646953,21.56339385039261,25.848916947733045,27.416376456615097,0.1139214730549439,0.0347818787586804,286.0038036766482,14.86558979712352,251.18921542512192,49.30479273279209,12.760138322216347,1.417833618617728,54.15111487545574,146.96374276571498,207.92686221998727,34.260688840870316,253.40880066380913,30.354406221299293,125.52665214896828,53.26315546929931,120.35485918905825,53.712474573253935,122.215622849226,21.597837557942707,90.75592021287342,1.7752670598665854,0.0,4.498258562374859,203.6141732743786,43.81512159996795,3.3535303190447805,0.1312701586118186,29.07533264298995,89.09685538099653,0.12386391478044703,2.3533211650454824,5.586004015895218,5.024926195539353,38.97139904488421,32.16269081175392,11.104642452716826,5.720153580811758,269.1957781839596,65.86877297350476,0.0014143378852714,18.076961320317185,16.343347081574567,5.056210659975503,27.698418728117048
2045-03-12 18:00:00,14.56074434349785,2.698889859646953,21.56339385039261,25.84891694669946,27.416376460272858,0.1139214814764035,0.0347818794542744,286.318545838815,14.450130353368332,251.16858003352132,49.304790222263655,12.760137669781267,1.417795133078603,57.57197344427481,146.96374274084738,214.5972746651101,33.53176243150477,246.29289525547105,28.85722824917112,110.66487039121915,45.74192090872384,140.71114293792704,26.001900989291315,25.773455535292623,21.7052433377005,,,0.0,0.8693339578194461,217.25217800392153,42.78833880372084,22.89512451399035,0.1312686555860455,31.680579249196523,97.0867841817688,0.12386518965828404,2.353321515533295,5.586004536824286,5.0249266596167,28.47407090076898,22.144549525459084,7.68378388428688,0.6056055868176834,275.1146705647276,71.50062899177715,0.0003242882217054,25.583430887434982,16.59230621908394,5.133232163750244,38.18691116524545
2045-03-12 21:00:00,14.56074434349785,2.698889859646953,21.56339385039261,25.848916945918667,27.416376463305088,0.1139214860466509,0.0347818799801242,286.641844585394,14.604382566469184,247.1647301721991,49.30198592386238,12.759413367541947,1.417714607125207,42.4568705302831,146.96374286528558,208.41261056475247,24.610760486545935,241.44947299553013,24.053108569372032,93.42588146879756,33.15820747307365,136.3349758618481,10.336753028021384,,15.901432190290132,,,0.0,0.1992063922084443,82.09557931705608,36.00444787125554,5.680505343234691,0.1312651733637854,28.81432252232107,88.32086887751326,0.12386419522315585,2.353320303632282,5.586002891079826,5.024925192997236,18.587852497981583,0.0,22.79888679790497,5.0987302367007326,153.53552237889238,32.180912836929544,7.10570050879297e-06,5.792660170822151,18.881451293282154,5.841436587798554,0.0028536288351039
2045-03-13 00:00:00,14.56074434349785,2.698889859646953,21.56339385039261,25.848916945591025,27.416376465293066,0.113921487171186,0.03478188027136,287.11170820371507,14.564134790680097,247.46353273973725,49.30187940276582,12.75938585754728,1.417711551353185,38.19495597608487,146.96374270833041,202.82748099442546,22.817148433080277,237.8887447309404,23.75000083292963,88.84812130591601,24.84940077418308,128.2295956363488,4.96827075945926,,15.91427280767448,,,0.0,0.8188312807402206,73.95429281657563,37.21787403432527,3.1497378418931863,0.1312653095967496,28.326350471926684,86.82920568792944,0.12386528575305056,2.3533206796560986,5.586003153347612,5.024925426299409,18.70214598000456,0.0,27.060801352500917,1.1543461639559889,148.12192359222635,30.76592413044994,0.1657399243639465,4.18827035734061,18.335438312539825,5.672514174274902,0.0003322884267317
2045-03-13 03:00:00,14.56074434349785,2.698889859646953,21.56339385039261,25.848916946115278,27.416376463556457,0.1139214834569197,0.0347818800239775,287.8219459095777,14.30793664550582,253.76708718300424,49.30479012310896,12.760137643993538,1.417795139307132,65.2044879131243,146.96374281284176,218.66586146336383,31.69993518209483,235.01339601281626,26.232260630756983,85.92612518379573,28.408160351285527,132.51381310597887,23.193583312750302,60.18117348718643,21.70527452258287,,,0.0,12.42671798563298,232.80558026648723,45.653355757105366,5.725574841253818,0.1312685848929128,32.897305645016104,100.81153494544157,0.12386837791997302,2.353322087933042,5.5860049132611955,5.02492699516534,47.12491964917259,45.97988023909033,0.0512694151401519,6.4847222921589545,295.6724616205282,87.84807927130905,0.4018105341778333,26.334889123803222,14.36690607252555,4.444749200495496,80.3376678493265
2045-03-13 06:00:00,14.56074434349785,2.698889859646953,21.56339385039261,25.84891694800124,27.41637645627111,0.1139214716615296,0.034781878654595,287.14685240057,15.22560088394878,254.64884929590403,49.3047908042828,12.760137821817285,1.4215502999039566,66.50936961136989,146.9637425965103,234.86093568015772,32.898018757348176,236.4505116538497,27.09414515296482,85.49818593813087,36.46439778465553,120.15111413917276,50.95155096403106,188.404721952796,21.604500700562888,133.98028623369885,0.0464990856295078,,4.4935353064522126,240.1896843602834,44.5823264403387,3.5437564200380884,0.131269378426118,32.353165567959294,99.15356965850032,0.12386519624550578,2.3533215816261013,5.586003742638226,5.024925951568146,57.86129787166797,60.87170635312264,0.0,6.828627307085624,307.11566512422667,98.455962329811,0.4443650335733726,43.37072634865029,1.7256521221645682,0.5338627726337367,97.96219553752276
