country,sector,2023,2030,2035,2040,2045,2050
AL,Battery,9.450252059632152e-06,0.084606889293104,0.1028708253033674,0.1199944264084591,0.3453657350967515,0.9124185069896736
AL,Biomass CHP,0.0058235239455475,0.0239975940661734,0.0305964938231198,0.0376237281082196,0.0455596191040764,0.0464202157994277
AL,Biomass CHP CC,4.01457098741575e-07,1.7307987590414765e-07,2.4782418401515076e-07,3.237165177138042e-07,4.103094156292531e-07,6.018403844977736e-07
AL,Gas,2.041648072301439e-06,2.836471804061743e-06,3.999463227433113e-06,5.2409165959298e-06,5.871552672248015e-06,6.435075965166522e-06
AL,Gas CHP,2.564079237271384e-06,1.226201767855707e-06,1.784568991331623e-06,2.3971252236843052e-06,2.6948866177503105e-06,2.988038836304644e-06
AL,Gas CHP CC,7.617727021498146e-07,5.125494902064322e-07,7.473862993915132e-07,9.94783138114886e-07,1.178661341867733e-06,1.3222257124660436e-06
AL,Hydroelectricity,1.7389,1.7389,1.7389,1.7389,1.7389,1.7389
AL,Oil,0.0898545430580946,0.089855584003381,0.0898560413626573,0.0898565563034404,0.0898568210905823,0.0898570962214165
AL,Solar,0.162,2.3889532949174126,2.8714776002159383,3.458111862117956,4.250841456524969,5.432347136278209
AT,Battery,9.460212442736072e-06,9.425280777277256e-06,1.4786947148843383e-05,2.396397187426555e-05,2.944653213797264e-05,2.66891746082e-05
AT,Biomass CHP,0.7656783414817673,1.0115944517654858,1.011595720317725,1.011596540676461,1.0313749844829845,1.0313753143468216
AT,Biomass CHP CC,6.754371452091579e-07,1.710173643344986e-07,2.4449368337291653e-07,3.196631973725451e-07,4.258371004873714e-07,1.028587755698568e-06
AT,Gas,2.8192019991121273,2.8192027749959805,2.8192039713465213,1.3170052801577463,0.8380059631328924,0.8380065393958016
AT,Gas CHP,2.4935002580471486e-06,1.2829930037131956e-06,1.868410274526783e-06,2.5357053824928465e-06,2.867374241884075e-06,3.1663569978819473e-06
AT,Gas CHP CC,7.691716893049073e-07,6.189789760365578e-07,8.675935404814001e-07,1.146190899518786e-06,1.3883713635113e-06,1.5462710410691946e-06
AT,Hydroelectricity,13.46042,13.46042,13.46042,13.46042,13.46042,13.46042
AT,Onwind,3.977236,3.9272383795170143,3.9272395199663186,3.1520220496461397,2.961414291176975,1.4885174535076269
AT,Solar,6.832686,9.12230943155419,18.030121020514073,24.093867879294987,24.093870879096983,24.071873137731707
BA,Battery,9.357215647184516e-06,2.497019098226057e-05,0.0502518428858158,0.1073295747147695,0.1871531202351171,0.71220785748723
BA,Biomass CHP,0.010811687042406,0.0482301460687671,0.0622077914680054,0.0773657577127659,0.0881456953856419,0.1015136309948098
BA,Biomass CHP CC,4.211686971647647e-07,1.7265420042805592e-07,2.473402852700258e-07,3.2349833348499793e-07,4.06060987056437e-07,6.936321045174104e-07
BA,Coal/Lignite,0.838,0.5690006462752507,0.3000009460922673,0.3000012627428311,0.3000014277876455,0.3000015670754399
BA,Gas,2.072056887694809e-06,2.808656168970871e-06,3.971543115231388e-06,5.215653222399664e-06,5.859261904918768e-06,6.427794979185877e-06
