countries,carrier,2023,2023_std,2030,2030_std,2035,2035_std,2040,2040_std,2045,2045_std,2050,2050_std
AL,gas,20.96019335143736,0.9035008140458984,28.7809518316511,1.4877637710196396,28.02243490099563,0.6482368137188333,27.9438758645661,0.6179077831398014,27.769018743359272,0.2673462612950003,27.736864161820662,0.2546629389683879
AT,gas,20.852386255614885,6.651675768114089e-07,29.358821622584564,1.0328129686582395e-07,28.304450681235615,5.2351447055941355e-08,27.95837958700694,2.969588989644449e-08,26.645492660313035,7.78652258246454e-08,26.513709694596965,7.162382686564112e-08
BA,gas,21.09114401527548,0.7535499940245514,29.28721310951875,1.434384167440298,28.15937181262999,0.027475220208108,28.175209724288123,0.0473465489140764,27.980625787587016,0.1063926363283092,27.745936761866265,0.0910804142931467
BG,gas,20.099999082685976,5.024792568955116e-07,24.999997408150485,2.962339651734527e-07,24.99999673578519,2.526635449465129e-07,24.999998112064528,5.8094086998943494e-08,24.99999577086408,9.830391949407641e-08,24.999987252928538,4.1901483057881226e-08
BX,gas,20.15370629609641,0.0535042101311588,26.279371913432374,0.0162354876434547,26.27822746823788,0.0192325749426588,26.277897829465793,0.0325262286903558,26.27833767422593,0.0360368245025116,26.277609924578663,0.0350517615187577
CH,gas,21.01068020166085,0.910378830136559,30.116105147784868,1.6240893501445597,29.416671269584075,1.4252749564652805,28.891445832542825,1.4577556820145028,27.827369650796765,1.455447291267346,27.612569329336903,1.2116147214860804
CZ,gas,20.68002375022467,3.282191646567377e-07,27.103970511882505,3.660165676114264e-07,26.67538768627884,2.313190775632283e-07,26.629007487041395,1.2433767563108004e-07,26.55850084269071,5.4457365770595506e-08,26.515411960560726,3.59840559559136e-08
DE,gas,20.100000008262676,1.6331442828500493e-08,24.99999997582369,2.0840843862868497e-08,24.99999996169914,2.1448056482802698e-08,24.999999978499595,7.509867020416665e-09,24.999999933282936,1.912576497523886e-08,24.99999992429722,1.686010825021763e-08
DK,gas,20.58526741459282,0.0178500343119359,26.306538883897954,0.1247872160676664,26.32235441856153,0.0148146000271345,25.69607704414977,1.7248380268869445e-07,25.65621011858459,2.071181576274277e-07,25.619989860829197,3.410374009773954e-07
EE,gas,20.09998968482411,1.0092589780684788e-05,24.999964892605572,1.9715321423507663e-05,24.99998437792736,6.372869618887001e-06,24.999986407725117,9.17517114566159e-06,24.99995285705904,2.2785174455236325e-05,22.54587886547587,0.3027353414419532
ES,gas,20.367494412916137,0.0794040354952195,25.77459194644128,0.0901464673096511,25.774776667543644,0.1363897918344645,25.76387426891106,0.1175539793071412,25.7256238277996,0.1228804211335878,25.703576834189303,0.1089070651591818
FI,gas,20.14770172452032,0.3795502840026868,26.103971819188832,1.5093243035909292,26.071615792155693,1.5090761582142969,25.728529888376748,1.4179520591059709,25.036093084673205,0.302987139419915,24.999993579847967,2.3883732754964647e-06
FL,gas,20.10163802736741,0.0079806120567804,24.99999974362343,2.3609681267145753e-07,24.99999970223614,2.763954530347267e-07,24.999999793611025,1.7160416977220032e-07,24.999999463248276,3.7536639712401755e-07,24.999999249378273,4.201407064367269e-07
FR,gas,20.10000003908636,4.5992239165353424e-08,24.999999984186218,4.386209210866348e-08,24.999999974668576,4.8413432502564834e-08,24.99999996966364,6.317065893088814e-09,24.99999984903258,1.0155988583580671e-08,24.999999774390066,4.8411146524943345e-09
GB,gas,20.31987111932864,2.02711003741683e-06,25.88136840350593,1.5473412565845651e-06,25.93180573729357,6.576557892784328e-07,25.960235371094555,6.115797216581383e-08,25.720458159129564,1.349789479160989e-07,25.68188743236348,4.415880449900219e-08
GR,gas,20.09999978609781,9.330903910085015e-08,24.99999850882622,6.790571428260913e-07,24.999998110701323,8.63512551176474e-07,24.999999202028185,3.3872169571045906e-07,24.999998281391505,6.377910795541411e-07,24.99999791632597,4.582418092308759e-07
HR,gas,20.879693525306873,0.34762640495492,27.587668851120497,1.032972709326378,26.767337076299437,3.701982570190594e-05,26.803934894748632,2.0366625388597196e-06,26.624645012334465,0.0318616086310527,26.406445399747483,4.273003390629521e-07
HU,gas,20.14202946855809,1.9920491186371126e-06,24.999999812578487,1.6739248401850137e-08,24.999999725533353,1.3445077861033102e-08,24.999999896441786,4.447784687637441e-09,24.999999585395173,1.4610493886844922e-08,24.99999935418969,9.196222873810664e-09
IE,gas,20.099999837631735,1.2177963823491996e-07,24.99999932770238,1.652605435576752e-07,24.999999009183544,1.2172158290108625e-07,24.99999964489668,2.7596754467994693e-08,24.99999908763897,8.589056123659505e-08,24.999997648210137,5.2964531856659593e-08
IT,gas,20.09999912264596,1.1556046646754785e-06,24.999998177040204,1.8707705077839409e-06,24.999997291365048,2.720734392214805e-06,24.99999722291838,2.478824288480997e-06,24.99999153758,4.730569748745357e-06,24.999985555988115,6.789131611208631e-06
LT,gas,20.099999221145033,3.402643048426984e-07,24.999995102369557,2.061591630342735e-06,24.99999549001383,1.5860380598368912e-06,24.999997977853187,6.381179551961929e-07,24.999991385431592,1.032688869692144e-05,19.700270854441712,1.024136871085202
LU,gas,20.37526539205401,0.0995614579269106,27.789309482850573,0.7888793266166689,27.58195718786099,0.9534148433552142,27.237601456746248,0.8133277450129357,26.95947955982092,0.717693238163031,26.797223896106377,0.6127819332395396
LV,gas,20.10000016994419,5.7063081014470554e-08,24.999990762084465,7.204014356246316e-09,24.999986916084243,1.589653328998926e-08,24.999986161710112,3.015306550854387e-09,24.999816749879702,1.9365718438518323e-09,20.467394396633463,2.2767861642434377e-08
ME,gas,20.693860726191264,0.8513464950321189,29.076657468123827,1.7081386401765637,27.868151052207544,0.6535968364984641,27.96089032068863,0.3472146766663231,27.4621870734027,0.2656825205754769,26.018778155471143,0.0814211827505158
MK,gas,20.66060793589077,0.8809687889120406,27.090877976874868,1.121083458602006,26.64646193915039,0.6273990336916168,26.603725456972665,0.5753267825793942,26.438243144153823,0.1776854169987929,26.429145272928324,0.1691124524944025
NL,gas,20.10000000762087,4.781365485080019e-09,24.999999891526336,2.0943024975155384e-08,24.99999989011411,1.4024867313693744e-08,24.999999909263725,2.313105768968555e-09,24.9999997406658,7.150948451944095e-09,24.999999652484476,6.041981251436677e-09
NO,gas,20.099999822868572,1.1458341136026076e-07,24.999999895393028,2.4140997001773793e-08,24.999999887928624,1.2150977008343868e-08,24.99999995316554,5.2050118029831505e-09,24.999999891713248,3.216143895582139e-08,24.999997997870885,3.8607713367898977e-07
PL,gas,20.96047627110432,2.9119501758743216e-07,25.000000412517977,1.106044889403215e-07,25.000000235835085,7.493455582380953e-08,25.00000003080933,7.489980163846655e-09,24.99999991169512,2.9912642353110886e-08,24.99999982944517,1.1573280206884777e-08
PT,gas,20.100000302052862,2.6602760455185514e-07,24.999998431274456,6.531215156181457e-07,24.999997947753183,5.571270532724496e-07,24.999998725347467,5.597359784590836e-08,24.99999600279078,9.431466696213894e-08,24.99999475754272,3.199202568337817e-08
RO,gas,20.09999976866797,5.1646360889337e-08,24.999999160038012,3.924333437230041e-08,24.99999905238993,3.170937346110647e-08,24.999999304131588,1.0991987560466292e-09,24.9999984752758,2.026928148634338e-09,24.999997427914277,2.649149862358184e-09
RS,gas,20.796149972939908,0.4555888197407993,30.922209321383846,1.5665705995541148,29.707078363613075,0.0627423512448544,29.66120965716869,0.0784651605750067,29.294821258762465,0.0015694798103029,27.47496578635845,5.45965928197805e-07
SE,gas,20.63847424896233,0.647791735561661,27.219575529964473,0.9745031780722734,26.46892466839148,0.0001473702457907,26.479495939535813,1.567933124889822e-05,26.33442169568361,2.309188706121052e-06,25.000000373973457,4.566468115621457e-07
SI,gas,21.032562592923338,0.325343044511135,28.99661611239625,1.059668564351101,28.15886064495529,0.0617288553388671,28.17610655102706,0.0778980910162812,27.993541503210423,0.1398781182676328,27.771864140164425,0.1158166504697988
SK,gas,20.09999990316902,7.94937780259807e-09,24.999999174885968,5.9439078722497146e-08,24.999999177980328,4.1370116462598014e-08,24.99999960430581,9.999573926717184e-09,24.999999227732147,5.779819256273891e-09,24.999998872790076,3.1723081541708366e-09
WL,gas,20.212655239291127,0.0554028655883376,26.48377842094547,0.1809765199153631,26.477548022581143,0.1974385504017337,26.46906027436015,0.2075258601466417,26.40824060565246,0.1745883321617704,26.383511141034887,0.1565711029183242
AL,elec,63.096894575234714,1.992474993855752,69.31240016239033,16.52262352808945,66.75257826563325,22.19355145487618,63.747748244463565,27.006393478786705,64.54576408021916,37.61225230312041,63.584098404274805,38.32206210842411
AT,elec,59.058414507603466,3.0578219131967543,67.97895228294674,16.37607638495615,66.99254353687049,20.78414497041409,66.39067121220933,27.034521532453148,68.80088610774267,38.050243636042175,66.04381106580142,37.453611760752445
BA,elec,63.74175041390004,1.0338273346782612,69.71310227601602,15.759172752900817,67.644771251876,20.644749615626335,64.90253003966077,25.69455569118779,66.50525100452374,38.011619419545454,64.75814821274584,38.8530955670725
BG,elec,64.52876145775238,0.5761112305355516,68.83762331462036,16.4645480608233,66.15230060707837,22.214135158876733,62.9430217995983,27.27378815270548,64.22749523358084,37.18506111705493,63.347893417773015,38.219470664043094
BX,elec,53.34323197256809,5.18190981641177,59.218243611573776,21.955774119657352,59.17492856810978,26.87283462611377,63.51196117644102,48.047372321537864,67.22755624486517,53.417856724688846,64.048209438888,48.91945432641098
CH,elec,54.733397730920494,3.399917874242164,62.52401771062123,21.013802973527294,61.2449430735063,24.66519342886902,61.48380957549876,26.86104700383453,63.406198784234505,35.88806582725008,62.41538213996353,35.231889757485
