snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,Decentralized heat,CO2 captured,Hydrogen,CO2 emissions,Electricity,Centralized heat,Methane,Electricity,Electricity,Centralized heat,Ammonia,CO2 captured,Centralized heat,Electricity,Methane,Decentralized heat,CO2 emissions,Decentralized heat,Centralized heat,Centralized heat,Centralized heat,Decentralized heat,Electricity,Decentralized heat
sector,Shipping emissions,Aviation emissions,Industry emissions,Industry CC,Heat Pump,Hydrogen production CC,Steam Methane Reforming CC,Transport emissions,Offwind,Heat Pump,Imports,Onwind,Solar,Waste Heat,Haber-Bosch,Central heat production CC,Gas CHP CC,Gas CHP CC,Storage,Gas Boiler,Decentral heat production emissions,Resistive heater,Storage,Resistive heater,Gas Boiler,Storage,Gas,Oil Boiler
2045-01-01 00:00:00,2.4429483469366167,0.325259039312778,1.0276133177637652,0.4208000525280704,5.369302114590119,0.1209208043596234,0.4682118213686236,0.075088228461696,7.083999931980931,1.361689400354585,8.759362868492246,2.96188133936619,,0.4307442547398955,0.4647784603585442,1.3120367950935147e-07,2.1372386632793458e-07,1.9115132693794886e-07,0.0,3.505645101283652e-07,1.6465729983449206e-07,1.796181718585325e-07,6.195066833363468e-08,8.508373446290023e-08,1.6469028645619718e-07,1.439252100178264e-07,3.1872428840083095e-07,7.03466992417924e-08
2045-01-01 03:00:00,2.4429483469366167,0.325259039312778,1.027613317752531,0.4208000526229977,5.353314934632268,0.1209210665569577,0.4682128331925918,0.3740473162135529,6.633595043573367,1.3571589021730288,8.814589455585072,2.204468552794358,,0.835374480428181,0.9014635733760592,0.2529861617769518,0.600509116750567,0.5401919006807301,0.8854689358151517,1.019408270479374,0.20596224057476004,1.4066612624497052,1.487030240309789e-06,1.637457794631586e-07,3.066495972761793e-07,0.1759008862830826,3.679755442074094e-07,1.1092576670826457e-07
2045-01-01 06:00:00,2.4429483469366167,0.325259039312778,1.027613317747125,0.42080005275326404,5.328085151475456,0.1209209707414902,0.4682124633058212,0.793665845018358,6.877714171960713,1.350002577744291,8.829233169827429,1.635678747765859,0.0357493101353027,0.8353743168442214,0.9014635419823228,0.2932990142846625,0.6961991018044688,0.6262704526471161,1.5217858943394968,1.4515937767659428,0.293281347614671,1.4283314243680358,2.9494542502261536e-07,1.4440971620023378e-07,2.782158045770274e-07,4.350217944506733e-07,3.9513518686686017e-07,1.110859446669085e-07
2045-01-01 09:00:00,2.4429483469366167,0.325259039312778,1.0276133177286129,0.4208000529231336,5.2691793372167,0.1209210514121163,0.4682127745622962,0.655650136005507,7.058936295605877,1.3332605104894897,8.80306728927957,1.4506536820745657,2.074193275517876,0.835374487696398,0.9014635883963388,0.16794949443489984,0.3986589217789548,0.3586162374770263,0.0,0.5735238216500063,0.11587538541169896,1.468153882620362,4.485807958240014e-07,1.602173235634907e-07,3.074331070938351e-07,2.643778580839923e-07,3.711367371418937e-07,1.1192524069122743e-07
2045-01-01 12:00:00,2.4429483469366167,0.325259039312778,1.0276133177238307,0.4208000530194016,5.2322824622014865,0.1209210899863094,0.4682129232013685,0.772371809190786,7.068649516188872,1.3227773246275862,8.78288237915198,1.2595537338355207,3.622601275217135,0.8353745501274702,0.9014636107605818,0.13013278897712177,0.3088940016065209,0.2778676163622303,0.0,0.3480096674753267,0.0703123263616995,1.4443965352804726,5.61031412580308e-07,1.745402213032831e-07,3.2887725331653733e-07,2.0638746715939768e-07,3.5677938745499317e-07,1.1174847170244437e-07
2045-01-01 15:00:00,2.4429483469366167,0.325259039312778,1.0276133177145825,0.4208000530891225,5.079696794943247,0.1209227760577389,0.4682194165769159,0.8810109034862429,7.045626024772491,1.2794530618830535,8.778981603831141,1.15921863098824,0.030329295994920197,0.8353744221061105,0.9014634964347792,0.20694326969254795,0.4912178285636606,0.4418782075070337,0.57052006383361,0.907913031839907,0.18343565306339515,1.4338671964276744,2.9086659480514096e-07,1.6451912982885277e-07,3.121960996484658e-07,1.898143871094847e-07,3.6382525168231185e-07,1.1110991712713739e-07
2045-01-01 18:00:00,2.4429483469366167,0.325259039312778,1.0276133177091598,0.42080005313311974,4.948373512355113,0.1209227770295079,0.46821942034482,0.404674131669138,7.081745095513722,1.2421670876844018,8.766260429956795,1.4170786684250014,,0.8353743732239162,0.9014634638443416,0.21167953594651498,0.5024602313795036,0.4519913845017617,0.6805218358788262,0.9845502093832909,0.1989194877753877,1.4142084036965534,1.9139712386343121e-07,1.5685067867933194e-07,2.984056021599737e-07,2.186111411551355e-07,3.7594990928260917e-07,1.1084405977768065e-07
2045-01-01 21:00:00,2.4429483469366167,0.325259039312778,1.027613317708604,0.42080005314505275,4.936987662295701,0.1209223540087348,0.4682177922479124,0.160292974396371,7.083893823552444,1.2389425558552225,8.74052654164573,1.675695054879846,,0.814508905092268,0.8789451953898875,1.7692244981352863e-07,3.120730867975614e-07,2.791604586301689e-07,0.0,0.0705938886634551,0.014262963449356767,0.2858280533833773,5.513425140979453e-08,9.09626428611921e-08,1.8069118662741596e-07,1.5749636113250076e-07,3.869767524455314e-07,8.819369873815236e-08
