country,sector,2023,2030,2035,2040,2045,2050
AL,Battery,9.450252059632152e-06,0.0852056543407773,0.1034694590775967,0.120592968074299,1.014632938978277,1.097801676835274
AL,Biomass CHP,0.0058235239455475,0.0240224122689786,0.0306780362641363,0.0377723612575269,0.0454222216438651,0.0503996989420721
AL,Biomass CHP CC,4.01457098741575e-07,1.8855221973161797e-07,2.603635687634949e-07,3.185848916761002e-07,3.9117144017989186e-07,6.248661063282392e-07
AL,Gas,2.041648072301439e-06,3.0163373094470207e-06,4.168602261997615e-06,5.078659188266952e-06,5.587518970627526e-06,6.029123104698371e-06
AL,Gas CHP,2.564079237271384e-06,1.2273394785570636e-06,1.7490627837362492e-06,2.1923999157887395e-06,2.432046673667785e-06,2.6527850294149894e-06
AL,Gas CHP CC,7.617727021498146e-07,5.629015138642547e-07,7.946094077408545e-07,9.90712934704412e-07,1.140763903941775e-06,1.2648827094984476e-06
AL,Hydroelectricity,1.7389,1.7389,1.7389,1.7389,1.7389,1.7389
AL,Oil,0.0898545430580946,0.0898555737086394,0.0898559890152568,0.0898563426741279,0.0898565539314366,0.0898567391316709
AL,Solar,0.162,2.3642275587078307,2.8287541127044946,3.544612380017687,5.4323464385993985,5.432347485389293
AT,Battery,9.460212442736072e-06,9.235417703796169e-06,1.4116319034883632e-05,2.0696009310011427e-05,2.604948771534904e-05,2.3599015159142176e-05
AT,Biomass CHP,0.7656783414817673,1.0112924971897577,1.0112936606367355,1.011294207885647,1.0201956127026537,1.0201959357168098
AT,Biomass CHP CC,6.754371452091579e-07,1.8569227949717914e-07,2.558310851477594e-07,3.132021672271005e-07,3.991205438390591e-07,0.0429285108826388
AT,Gas,2.8192019991121273,2.819202936098688,2.8192041110175325,1.3170050748170603,0.8380056707732837,0.8380061842401741
AT,Gas CHP,2.4935002580471486e-06,1.3017889386239248e-06,1.86235696337995e-06,2.340660924269581e-06,2.632183607504159e-06,2.9113336617968738e-06
AT,Gas CHP CC,7.691716893049073e-07,6.961864678704418e-07,9.4689140467141e-07,1.1677547168912448e-06,1.4194030298710226e-06,1.6040988430275673e-06
AT,Hydroelectricity,13.46042,13.46042,13.46042,13.46042,13.46042,13.46042
AT,Onwind,3.977236,3.927238114495453,3.9272391224647873,3.152021288430221,2.9614133997824683,1.4885167120585452
AT,Solar,6.832686,9.090182310400856,17.732422373461805,24.09386655144452,24.093868979899824,24.071871801338244
BA,Battery,9.357215647184516e-06,2.445791741871651e-05,0.050251145447455,0.1073287186375553,0.5021120890753824,1.0227411908295378
BA,Biomass CHP,0.010811687042406,0.0482494143826875,0.0624419156044322,0.0778246798366854,0.0888660703535426,0.1043547657117512
BA,Biomass CHP CC,4.211686971647647e-07,1.8817613408328328e-07,2.597593829209352e-07,3.181110243670689e-07,3.883297702445077e-07,7.708953714411812e-07
BA,Coal/Lignite,0.838,0.5690007889117907,0.3000010613599663,0.3000012898308911,0.3000014184549975,0.3000015245309687
BA,Gas,2.072056887694809e-06,2.9808799152138252e-06,4.130700070365119e-06,5.046101456777784e-06,5.569977643210374e-06,6.024484690081463e-06
BA,Gas CHP,2.867635377043991e-06,1.208592101122354e-06,1.7330675395632266e-06,2.177347612245452e-06,2.437418702030546e-06,2.682397984330133e-06
BA,Gas CHP CC,7.790094889209469e-07,5.692030274577605e-07,8.049870000967756e-07,1.0019333325725435e-06,1.2153566912813157e-06,1.3660328160027757e-06
BA,Hydroelectricity,2.0545,2.0545,2.0545,2.0545,2.0545,2.0545
BA,Onwind,0.1347,0.1347013197438072,0.1347016882467957,0.1347021347777663,0.1347025085103093,0.1347028379929846
BA,Solar,0.1237199999999999,1.5601604681145402,3.777290696845336,5.318252182811013,6.007157437710381,8.060744006224976
BE,Battery,2.87850059053628e-05,2.6686907344197303e-05,4.06558273403751e-05,5.894689002234241e-05,0.0001522324543198,0.0002170026716034
BE,Biomass CHP,0.3781039922181417,0.4746574534451586,0.4724675171631202,0.4855570213992426,0.4855575756555214,0.4855580405548563
BE,Biomass CHP CC,9.494896472983102e-07,5.523520242163191e-07,7.635636098507637e-07,9.410447146931012e-07,1.062167014815685e-06,1.1701086245272977e-06
BE,Gas,4.527305803048672,4.2323087944270705,3.142512258250928,1.9492158916554343,1.4502183619088924,1.0640200834187703
BE,Gas CHP,6.842297511843754e-06,4.0105934108651e-06,5.759450341218674e-06,8.451463079906851e-06,1.0336255200956905e-05,1.173268651623138e-05
BE,Gas CHP CC,3.0327208253014614e-06,1.9817708801866247e-06,2.7327058136439148e-06,3.5793047195181297e-06,1.2119037845802756,1.2119045172029452
BE,Hydroelectricity,1.400658999125907,1.400658999125907,1.400658999125907,1.400658999125907,1.400658999125907,1.400658999125907
BE,Nuclear,4.034,2.0560020338519935,2.0560030640465543,2.000000036680974,2.0000010443433864,2.000001834669295
BE,Offwind,1.7018922439931743,7.999999641181024,7.999999989829464,7.999999990020821,7.999999980916694,7.999999988063763
BE,Oil,0.1586,2.983651628188916e-06,4.1916150117977316e-06,5.342567179064276e-06,5.964136436227006e-06,6.501955859181131e-06
BE,Onwind,3.234166633914255,4.200001741724718,4.200022577751971,4.200000326092934,4.200001024444139,6.513646514254381
BE,Solar,9.89749,9.897656740743347,11.526400234217922,23.419944230239945,31.813034569238127,31.813050751921196
BG,Battery,9.333884837477338e-06,1.608997425422626e-05,0.1301427884395196,0.4755729728732008,1.814692537155823,1.9858251124066144
BG,Biomass CHP,0.2798475277811666,0.5350988636120583,0.5350994758126386,0.535099892579743,0.5351001123263399,0.5351002869528128
