snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,Hydrogen,CO2 captured,Hydrogen,Decentralized heat,Centralized heat,Electricity,Methane,CO2 emissions,Electricity,Electricity,Electricity,Decentralized heat,Electricity,Centralized heat,CO2 emissions,Methane,Centralized heat,Decentralized heat,CO2 emissions,Electricity,Decentralized heat,Decentralized heat
sector,Shipping emissions,Aviation emissions,Industry emissions,Industry CC,Steam Methane Reforming CC,Hydrogen production CC,Steam Methane Reforming,Heat Pump,Heat Pump,Nuclear,Imports,Transport emissions,Offwind,Onwind,Solar,Gas Boiler,Biomass CHP,Biomass CHP,Decentral heat production emissions,Storage,Gas Boiler,Resistive heater,Power supply emissions,Gas,Oil Boiler,Storage
2035-01-01 00:00:00,2.602640701264927,0.325259039312778,1.40893510400938,0.5183443156710384,0.468212364651821,0.1209209365162025,0.0720161061874493,2.892013393248412,0.5646931726580815,1.026000355637387,16.549592139643767,0.1450233432053871,7.08399986595129,3.3162724597915725,,2.5713393519923513,4.762329946068906e-07,1.4606111792070282e-06,0.6480883403927891,0.0,0.6753313022720776,0.7986846487430148,1.5641463181021388e-07,2.991530633435507e-07,2.9539622908597045e-07,5.821409083806136e-07
2035-01-01 03:00:00,2.602640701264927,0.325259039312778,1.408935103834967,0.5183443158241134,0.4682124463860602,0.1209209576715834,0.0720161948057711,2.883779607788432,0.5628143058099759,1.0260006711817262,16.645413478752307,0.72242471856954,6.635077901771881,2.4987596754568955,,6.220766096323674,0.2646058680740704,0.8131188106027739,1.3550620258003698,0.6624340073433995,0.5158674106997494,0.8140573372149602,1.9078821229529316e-07,4.108382077414955e-07,2.9751289802417146e-07,5.967252097276767e-07
2035-01-01 06:00:00,2.602640701264927,0.325259039312778,1.4089351031253041,0.5183443166410019,0.4682124458906772,0.1209209575433092,0.0720161938026956,2.870790983175273,0.5598465760859781,1.0260006732407883,16.706388992240502,1.532864426164974,6.880577076986313,1.8355492097692931,0.014919137341407403,6.5545250697418105,0.2646058906872191,0.8131188798827655,1.434038982788528,1.0003073663048272,0.5765026721386373,0.8168125641306461,1.9166371316573693e-07,4.136658425680204e-07,2.997722688819191e-07,5.904568127034787e-07
2035-01-01 09:00:00,2.602640701264927,0.325259039312778,1.4089351030453119,0.518344316769735,0.4682124459735471,0.1209209575650674,0.0720161925700424,2.840492208669561,0.5529036273649619,1.026000566524419,16.69897870684434,1.266304674444504,7.059803263613993,1.5933063627510209,1.0622298215646104,5.365009480114932,1.373014975216153e-06,4.2101596568683105e-06,1.3108599792305786,0.5820657845523237,1.1918449168935403,0.8881389171708509,1.710669856853888e-07,3.427879248744531e-07,3.019746022800461e-07,5.959509479716219e-07
2035-01-01 12:00:00,2.602640701264927,0.325259039312778,1.4089351027787251,0.5183443170987261,0.4682124409511924,0.120920956264878,0.0720161892009854,2.821511122799542,0.5485562422928175,1.0260005620846695,16.659204394255784,1.4917377099097109,7.069077638012661,1.3933693470517947,1.6982715178403667,5.021641513162528,1.3238962650143494e-06,4.059456149506309e-06,1.229881429010283,0.845460737833273,1.1308935330206955,0.8841507551910831,1.7056876335600502e-07,3.4123006746419457e-07,3.0063614247925564e-07,5.780815700723425e-07
2035-01-01 15:00:00,2.602640701264927,0.325259039312778,1.4089351025303745,0.5183443173099465,0.4682124443656063,0.1209209571487412,0.0720161929871936,2.7429928920509274,0.5305896476823683,1.0260006729684918,16.56234065529162,1.70156027438178,7.04578705040154,1.2809708179576793,0.014204757139580401,5.611160620193822,0.2646058573147209,0.8131187777453058,1.2148419695449229,0.0755616926763032,0.4262862765933028,0.8810967154458508,1.915363528902522e-07,4.1301792356885156e-07,3.011548595763648e-07,5.883544406328848e-07
2035-01-01 18:00:00,2.602640701264927,0.325259039312778,1.4089351020495602,0.5183443178173863,0.4682124486306513,0.1209209582528274,0.072016196162493,2.6754150238700625,0.5151271342464135,1.0260006738626846,16.460216021610545,0.781576509203817,7.081825232111812,1.5554849163960185,,5.601534259679269,0.2646058595866031,0.8131187847149,1.2126111204721657,0.1674646619697159,0.4247844162053924,0.8631285986522431,1.9165380364500665e-07,4.132762839490179e-07,3.010494040237176e-07,5.88678627347197e-07
2035-01-01 21:00:00,2.602640701264927,0.325259039312778,1.40893510151141,0.5183443184028593,0.4682123662199251,0.1209209369225124,0.0720161058252567,2.6695495450892652,0.5137899551020286,1.026000674874229,16.35275974352949,0.3095854505498789,7.0838975469511425,1.846985993409596,,2.9906269417549827,0.2506873874931937,0.7703481705166084,0.6042293898691398,0.0,2.897357664492314e-06,0.8469373776484236,1.914775039726672e-07,4.121998382961778e-07,3.000336862565284e-07,5.83702853516969e-07
